TotalComp,WideIndustry,Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,UGDate,AgeOfUnder,Graduate,GradDegree,MBA?,MasterPhd?,G_date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,IndustryCode,Log 10 Tot Comp,Log 10 Sales
668831.0,Financial,First American Corp,Mr. Dennis C Bottorff,Clarksville,IN,49.0,Vanderbilt U,BE,66.0,21.0,Northwestern U,MBA,1.0,1.0,68.0,23.0,3.0,3.0,436000.0,218000,14831.0,,1265700.0,0.296,517.0,101.9,9.0,Financial services-regional banks,1.0,5.825316394240962,2.7134905430939424
1301160.0,Financial,Mercantile Bancorpor,Mr. Thomas H Jacobsen,Chicago,IL,54.0,Lake Forest C,BS,63.0,23.0,U of Chicago,MBA,1.0,1.0,68.0,28.0,5.0,5.0,525300.0,392662,383197.0,,5446510.0,0.213,893.0,117.0,17.0,Financial services-regional banks,1.0,6.1143307038210875,2.950851458888546
2725440.0,Financial,Banc One,Mr. John B McCoy,Columbus,OH,50.0,Williams C,BA,65.0,21.0,Stanford U,MBA,1.0,1.0,67.0,23.0,27.0,10.0,972500.0,1.02e+006,732938.0,,11447700.0,0.125,7227.0,1120.6,20.0,Financial services-regional banks,1.0,6.435436625565425,3.8589580547180056
2369230.0,Financial,First Alabama Bancsh,Mr. J StanleyMackin,Birmingham,AL,61.0,Auburn U,BS,54.0,21.0,,none,0.0,0.0,,,28.0,4.0,525000.0,330383,1295470.0,218369,5345840.0,0.248,688.0,112.0,20.0,Financial services-regional banks,1.0,6.374607223188882,2.837588438235511
416382.0,Financial,Riggs National,Mr. Joe L Allbritton,D'Lo,MS,69.0,Baylor U,LLB,49.0,24.0,,none,0.0,0.0,,,13.0,13.0,380000.0,,36382.0,,4746770.0,28.961,369.0,-94.2,-15.0,Financial services-regional banks,1.0,5.619491946896036,2.56702636615906
875180.0,Financial,Bank South,Mr. Patrick L Flinn,Washington,DC,52.0,U of Illinois,BA,64.0,22.0,Georgia State U,MBA,1.0,1.0,72.0,30.0,3.0,3.0,358631.0,496084,20465.0,,1708370.0,0.059,435.0,70.9,10.0,Financial services-regional banks,1.0,5.94209738441339,2.638489256954637
2117870.0,Financial,First Fidelity Banco,Mr. Anthony P Terracciano,Bayonne,NJ,55.0,St Peter's C,BS,60.0,21.0,Fordham U,MA,0.0,1.0,62.0,23.0,4.0,4.0,738462.0,475000,629186.0,275226,7210310.0,0.08,2429.0,396.5,14.0,Financial services-regional banks,1.0,6.3258992985404054,3.38542751480513
1380420.0,Financial,Boatmen's Bancshares,Mr. Andrew B Craig III,Buffalo,NY,63.0,Cornell,BA,55.0,24.0,,none,0.0,0.0,,,9.0,6.0,587523.0,373750,419144.0,,5438500.0,0.036,2107.0,317.4,18.0,Financial services-regional banks,1.0,6.140011242872937,3.3236645356081
2682580.0,Financial,First Union,Mr. Edward E Crutchfield,Dearborn,MI,52.0,Davidson C,BA,63.0,21.0,U of Pennsylvan,MBA,1.0,1.0,65.0,23.0,29.0,10.0,810000.0,810000,1062580.0,,9609750.0,0.06,5755.0,817.5,19.0,Financial services-regional banks,1.0,6.4285526823772186,3.7600453279658104
935235.0,Financial,Comerica,Mr. Eugene A Miller,Detroit,MI,56.0,Detroit Tech,BBA,64.0,26.0,,none,0.0,0.0,,,39.0,5.0,600000.0,261100,74135.0,,5327350.0,0.095,2245.0,340.6,15.0,Financial services-regional banks,1.0,5.970920751385645,3.3512163453393415
1497150.0,Financial,SunTrust Banks,Mr. James B Williams,Sewanee,TN,61.0,Emory U,AB,55.0,22.0,,none,0.0,0.0,,,39.0,4.0,550000.0,189461,757693.0,,5341860.0,0.379,3089.0,473.7,19.0,Financial services-regional banks,1.0,6.175265314644165,3.4898179083014504
1086720.0,Financial,National City,Mr. Edward B Brandon,Davenport,IA,62.0,Northwestern U,BS,53.0,21.0,U of Pennsylvan,MBA,1.0,1.0,56.0,24.0,38.0,7.0,630000.0,418560,38161.0,,5994850.0,0.092,2702.0,404.0,15.0,Financial services-regional banks,1.0,6.03611765989182,3.4316853446860116
611963.0,Financial,First Empire State,Mr. Robert G Wilmers,New York,NY,60.0,Harvard,BA,56.0,22.0,,none,0.0,0.0,,,12.0,11.0,400000.0,200000,11963.0,,11969800.0,8.539,851.0,102.0,21.0,Financial services-regional banks,1.0,5.786725164986096,2.9299295600845876
1959620.0,Financial,Fleet Financial Grou,Mr. TerrenceMurray,Woonsocket,RI,54.0,Harvard,BA,62.0,22.0,,none,0.0,0.0,,,32.0,12.0,902000.0,990000,67622.0,,9044090.0,0.152,4678.0,488.0,11.0,Financial services-regional banks,1.0,6.292171863242607,3.670060217473134
465414.0,Financial,Old National Bancorp,Mr. Dan W Mitchell,Phoenix,AZ,66.0,Indiana U,BS,50.0,22.0,,none,0.0,0.0,,,44.0,14.0,373500.0,,91914.0,,2188210.0,0.422,284.0,42.5,16.0,Financial services-regional banks,1.0,5.667839443048902,2.4533183400470375
548341.0,Financial,Synovus Financial,Mr. James H Blanchard,Augusta,GA,52.0,U of Georgia,BBA,63.0,21.0,U of Georgia,LLB,0.0,1.0,65.0,23.0,24.0,24.0,288750.0,144375,115216.0,,3483420.0,0.783,615.0,74.1,16.0,Financial services-regional banks,1.0,5.739050719726363,2.7888751157754164
1124520.0,Financial,Roosevelt Financial,Mr. Stanley J Bradshaw,Terre Haute,IN,36.0,Indiana State U,BS,79.0,21.0,Butler U,MBA,1.0,1.0,84.0,26.0,8.0,3.0,290000.0,174000,167008.0,493515,2213660.0,1.267,244.0,38.1,35.0,Financial services-regional banks,1.0,6.050967183926739,2.387389826338729
2578110.0,Financial,First Commerce,Mr. IanArnof,McCrory,AR,54.0,Vanderbilt U,BA,61.0,21.0,Harvard,MBA,1.0,1.0,63.0,23.0,16.0,11.0,516667.0,210000,438233.0,1.41321e+006,5073240.0,0.505,496.0,95.2,26.0,Financial services-regional banks,1.0,6.4113014434184095,2.695481676490197
912994.0,Financial,Star Banc,Mr. Jerry A Grundhofer,Los Angeles,CA,50.0,Loyola Marymoun,BA,67.0,23.0,,none,0.0,0.0,,,1.0,1.0,550000.0,190743,172251.0,,,0.027,631.0,100.3,17.0,Financial services-regional banks,1.0,5.960467923453845,2.800029359244134
1247690.0,Financial,First Financial Corp,Mr. John C Seramur,Milwaukee,WI,51.0,Marquette U,BS,65.0,22.0,,none,0.0,0.0,,,28.0,28.0,600000.0,260000,217794.0,169894,4106010.0,2.752,378.0,45.2,36.0,Financial services-regional banks,1.0,6.096106694310192,2.577491799837225
1383070.0,Financial,First Tennessee Nati,Mr. RalphHorn,Corinth,MS,53.0,Mississippi Sta,BS,63.0,22.0,,none,0.0,0.0,,,31.0,1.0,370192.0,185096,827777.0,,,0.345,857.0,120.7,23.0,Financial services-regional banks,1.0,6.140844161197092,2.932980821923198
3245430.0,Financial,First Bank System,Mr. John F Grundhofer,Los Angeles,CA,55.0,Loyola U,BA,60.0,21.0,USC,MBA,1.0,1.0,64.0,25.0,4.0,4.0,587500.0,630000,460410.0,1.56752e+006,8174660.0,0.117,2231.0,298.0,14.0,Financial services-regional banks,1.0,6.511272246361432,3.3484995702838374
536930.0,Financial,United Carolina Banc,Mr. E RhoneSasser,Columbus,NC,57.0,NC State U,BS,59.0,22.0,,none,0.0,0.0,,,27.0,11.0,360000.0,149546,27384.0,,2236690.0,0.485,242.0,31.7,16.0,Financial services-regional banks,1.0,5.729917670065806,2.383815365980431
737191.0,Financial,Commerce Bancshares,Mr. David W Kemper,Kansas City,MO,43.0,Harvard,BA,72.0,21.0,Stanford U,MBA,1.0,1.0,76.0,25.0,16.0,8.0,467500.0,150000,7816.0,111875,4181430.0,1.291,582.0,86.9,18.0,Financial services-regional banks,1.0,5.867580024493052,2.764922984649888
2948250.0,Financial,FirsTier Financial,Mr. David A Rismiller,Baltimore,MD,58.0,Ohio State U,BS,59.0,23.0,,none,0.0,0.0,,,6.0,5.0,310000.0,200000,550750.0,1.8875e+006,6027710.0,0.581,256.0,47.9,22.0,Financial services-regional banks,1.0,6.4695643072117885,2.408239965311849
1585470.0,Financial,OnBancorp,Mr. Robert J Bennett,Fitchburg,MA,52.0,Babson C,BS,63.0,21.0,U of Massachuse,MBA,1.0,1.0,66.0,24.0,7.0,5.0,393378.0,300000,3466.0,888625,3825490.0,1.144,374.0,58.0,26.0,Financial services-regional banks,1.0,6.2001580287928,2.57287160220048
687147.0,Financial,US Bancorp,Mr. Gerry B Cameron,Grandview,WA,55.0,Portland State,BS,62.0,23.0,,none,0.0,0.0,,,38.0,1.0,248750.0,225000,213397.0,,,0.087,1966.0,257.9,19.0,Financial services-regional banks,1.0,5.83704965475916,3.2935835134961167
960565.0,Financial,Integra Financial,Mr. William F Roemer,Youngstown,OH,60.0,Princeton,BA,55.0,21.0,,none,0.0,0.0,,,24.0,15.0,536667.0,322000,101898.0,,3168540.0,0.063,1114.0,152.8,19.0,Financial services-regional banks,1.0,5.982526758251528,3.0468851908377097
987400.0,Financial,Mercantile Bankshare,Mr. H FurlongBaldwin,Baltimore,MD,62.0,Princeton,AB,54.0,22.0,,none,0.0,0.0,,,38.0,18.0,648900.0,253100,85400.0,,4778700.0,0.38,455.0,82.4,10.0,Financial services-regional banks,1.0,5.994493122883512,2.658011396657112
1047910.0,Financial,SouthTrust,Mr. Wallace D Malone Jr,Dothan,AL,57.0,U of Alabama,BS,57.0,20.0,U of Pennsylvan,MBA,1.0,1.0,60.0,23.0,35.0,13.0,605016.0,363000,79891.0,,6933140.0,1.689,1102.0,150.5,19.0,Financial services-regional banks,1.0,6.02032398476431,3.0421815945157658
1117250.0,Financial,State Street Boston,Mr. Marshall N Carter,Newport News,VA,54.0,US Military Aca,BSC,62.0,22.0,George Washingt,MA,0.0,1.0,76.0,36.0,3.0,2.0,643753.0,450000,23497.0,,3380830.0,0.001,1532.0,179.8,23.0,Financial services-regional banks,1.0,6.048150363332396,3.185258765296585
761066.0,Financial,Collective Bancorp,Mr. Thomas H Hamilton,Egg Harbor City,NJ,63.0,Rutgers,BS,53.0,22.0,,none,0.0,0.0,,,39.0,32.0,292981.0,117649,25195.0,325241,3218140.0,3.756,250.0,57.1,34.0,Financial services-regional banks,1.0,5.881422320624602,2.3979400086720375
523040.0,Financial,First Citizens BancS,Mr. Lewis R Holding,Smithfield,NC,66.0,U of North Caro,BS,50.0,22.0,Harvard,MBA,1.0,1.0,52.0,24.0,41.0,37.0,471274.0,41593,10173.0,,2175340.0,9.575,451.0,55.6,,Financial services-regional banks,1.0,5.718534903236293,2.6541765418779604
1200490.0,Financial,Deposit Guaranty,Mr. Emerson B Robinson Jr,Centreville,MS,52.0,Davidson C,BS,63.0,21.0,Harvard,MBA,1.0,1.0,67.0,25.0,27.0,10.0,364064.0,413820,22205.0,400400,3114590.0,0.498,374.0,66.6,16.0,Financial services-regional banks,1.0,6.0793585467646345,2.57287160220048
3012660.0,Financial,Bank of New York,Mr. JohnCarter Bacot,Utica,NY,61.0,Hamilton C,AB,55.0,22.0,Cornell,LLB,0.0,1.0,58.0,25.0,34.0,12.0,898462.0,1.95e+006,164194.0,,8560330.0,0.21,3822.0,559.0,9.0,Financial services-regional banks,1.0,6.478950121233337,3.5822906827189938
535817.0,Financial,Michigan National,Mr. Robert J Mylod,Brooklyn,NY,54.0,St John's U NY,BA,61.0,21.0,,none,0.0,0.0,,,9.0,9.0,529259.0,,6558.0,,10973800.0,0.651,935.0,27.8,13.0,Financial services-regional banks,1.0,5.7290164884604495,2.9708116108725173
979092.0,Financial,MarshallIlsley,Mr. James B Wigdale,Milwaukee,WI,57.0,Stanford U,BA,59.0,22.0,,none,0.0,0.0,,,32.0,2.0,450000.0,325000,204092.0,,,0.49,787.0,125.5,19.0,Financial services-regional banks,1.0,5.990823502033059,2.8959747323590643
770034.0,Financial,Dauphin Deposit,Mr. William J King,Philadelphia,PA,65.0,U of Pennsylvan,BBA,74.0,45.0,La Salle Univer,MBA,1.0,1.0,80.0,51.0,15.0,8.0,425000.0,193996,5695.0,145343,2851380.0,0.111,360.0,64.5,14.0,Financial services-regional banks,1.0,5.886509901388574,2.556302500767287
921921.0,Financial,Wachovia,Mr. Leslie M Baker Jr,Lovettsville,VA,52.0,U of Richmond,BA,64.0,22.0,U of Virginia,MBA,1.0,1.0,69.0,27.0,25.0,1.0,450000.0,247500,48395.0,176026,,0.05,2742.0,492.1,16.0,Financial services-regional banks,1.0,5.964693707676167,3.4380674504534934
397219.0,Financial,Keystone Financial,Mr. Carl L Campbell,Sunbury,PA,51.0,Susquehanna U,BS,65.0,22.0,,none,0.0,0.0,,,22.0,12.0,330000.0,55940,11279.0,,1678180.0,0.12,256.0,39.4,16.0,Financial services-regional banks,1.0,5.5990300137352405,2.408239965311849
447308.0,Financial,Union Bank,Mr. KanetakaYoshida,Japan,,56.0,Tokyo U,LLB,62.0,24.0,,none,0.0,0.0,,,32.0,1.0,447308.0,,,,,0.009,1266.0,83.1,8.0,Financial services-regional banks,1.0,5.6506066654983576,3.102433705681336
1452890.0,Financial,CoreStates Financial,Mr. Terrence A Larsen,Chicago,IL,47.0,U of Dallas,BA,68.0,21.0,Texas AM,PhD,0.0,1.0,71.0,24.0,17.0,6.0,647000.0,483068,322823.0,,6545340.0,0.083,2014.0,327.9,8.0,Financial services-regional banks,1.0,6.162232734599868,3.304059466217599
3276450.0,Financial,Huntington Bancshare,Mr. FrankWobst,Germany,,60.0,U of Erlangen,BA,55.0,21.0,Rutgers,MBA,1.0,1.0,64.0,30.0,20.0,13.0,760000.0,646000,93344.0,1.7771e+006,8297420.0,0.514,1542.0,236.9,23.0,Financial services-regional banks,1.0,6.51540354482694,3.188084373714938
1020460.0,Financial,Provident Bancorp,Mr. Allen L Davis,Dayton,OH,52.0,U of Cincinnati,BA,64.0,22.0,,none,0.0,0.0,,,10.0,8.0,515031.0,400000,105431.0,,4374090.0,0.794,325.0,51.3,15.0,Financial services-regional banks,1.0,6.008795985906826,2.511883360978874
6209540.0,Financial,Norwest,Mr. Richard M Kovacevich,Tacoma,WA,50.0,Stanford U,BS,65.0,21.0,Stanford U,MS,0.0,1.0,66.0,22.0,8.0,1.0,700000.0,1.26e+006,618430.0,3.63111e+006,,0.165,5277.0,653.6,25.0,Financial services-regional banks,1.0,6.793059429023418,3.7223870941771233
1121290.0,Financial,First Hawaiian,Mr. Walter A Dods Jr,Honolulu,HI,52.0,U of Hawaii,BBA,67.0,25.0,,none,0.0,0.0,,,25.0,5.0,711190.0,334021,76077.0,,4890590.0,0.825,512.0,78.2,13.0,Financial services-regional banks,1.0,6.0497179490014625,2.7092699609758304
4164330.0,Financial,PNC Bank,Mr. Thomas H O'Brien,Pittsburgh,PA,57.0,U of Notre Dame,BS,58.0,21.0,Harvard,MBA,1.0,1.0,62.0,25.0,32.0,9.0,800000.0,1.2e+006,139334.0,2.025e+006,11187400.0,0.071,4146.0,745.3,11.0,Financial services-regional banks,1.0,6.619545137625321,3.6176292977578415
962075.0,Financial,Midlantic,Mr. Garry J Scheuring,Fairmont,MN,54.0,U of Notre Dame,BS,61.0,21.0,U of Chicago,MBA,1.0,1.0,64.0,24.0,3.0,3.0,650000.0,305000,7075.0,,2712040.0,0.044,1012.0,131.4,-4.0,Financial services-regional banks,1.0,5.9832089294354285,3.00518051250378
1221300.0,Financial,First Virginia Banks,Mr. Robert H Zalokar,West Mineral,KS,66.0,U of Kansas,BS,50.0,22.0,,none,0.0,0.0,,,39.0,9.0,500000.0,306388,117410.0,297501,5142040.0,0.367,587.0,116.0,20.0,Financial services-regional banks,1.0,6.086822357099061,2.768638101247614
361000.0,Financial,Sumitomo Bank of Cal,Mr. TadaichiIkagawa,Japan,,55.0,U of Kyoto,BA,61.0,22.0,,none,0.0,0.0,,,33.0,3.0,360000.0,,1000.0,,962009.0,0.056,377.0,2.3,6.0,Financial services-regional banks,1.0,5.557507201905658,2.5763413502057926
587796.0,Financial,Liberty National Ban,Mr. Malcolm B Chancey Jr,Louisville,KY,62.0,U of Louisville,BA,54.0,22.0,,none,0.0,0.0,,,26.0,1.0,414000.0,66240,107556.0,,,0.272,382.0,51.5,21.0,Financial services-regional banks,1.0,5.769226626337073,2.5820633629117085
498500.0,Financial,Trustmark,Mr. Frank R Day,Aberdeen,MS,56.0,U of Mississipp,BA,53.0,15.0,,none,0.0,0.0,,,36.0,13.0,325000.0,162500,11000.0,,1886400.0,4.353,336.0,48.6,25.0,Financial services-regional banks,1.0,5.697665162647674,2.5263392773898437
1608620.0,Financial,Bancorp Hawaii,Mr. H HowardStephenson,Wichita,KS,64.0,U of Michigan,BA,50.0,20.0,U of Missouri,JD,0.0,1.0,58.0,28.0,35.0,5.0,591865.0,344324,509957.0,162473,10259900.0,0.431,938.0,132.6,16.0,Financial services-regional banks,1.0,6.206453463990818,2.972202838379064
793214.0,Financial,Hibernia,Mr. Stephen A Hansel,Long Branch,NJ,46.0,Wesleyan C,BA,69.0,21.0,U of Virginia,MBA,1.0,1.0,71.0,23.0,2.0,2.0,450000.0,303750,39464.0,,,0.108,367.0,48.0,-15.0,Financial services-regional banks,1.0,5.899390370774175,2.5646660642520893
461213.0,Financial,Centura Banks,Mr. Robert R Mauldin,China Grove,NC,59.0,U of North Caro,BS,59.0,24.0,,none,0.0,0.0,,,25.0,1.0,270000.0,120000,71213.0,,,0.308,304.0,41.1,15.0,Financial services-regional banks,1.0,5.663901540055219,2.4828735836087534
4838040.0,Financial,NationsBank,Mr. Hugh L McColl Jr,Bennettsville,SC,58.0,U of North Caro,BS,57.0,21.0,,none,0.0,0.0,,,35.0,11.0,800000.0,1.8e+006,2238040.0,,18496800.0,0.096,10392.0,1301.4,9.0,Financial services-regional banks,1.0,6.684669454705369,4.016699138064971
627048.0,Financial,Premier Bancorp,Mr. G LeeGriffin,Leavenworth,KS,55.0,U of Texas Aust,BS,60.0,21.0,Louisiana State,MS,0.0,1.0,62.0,23.0,32.0,6.0,383750.0,234000,9298.0,,2221510.0,0.299,336.0,67.6,31.0,Financial services-regional banks,1.0,5.797300786982604,2.5263392773898437
3737930.0,Financial,KeyCorp,Mr. Victor J Riley Jr,Buffalo,NY,62.0,U of Notre Dame,BA,53.0,21.0,,none,0.0,0.0,,,30.0,20.0,720000.0,720000,2297930.0,,7316910.0,0.011,5186.0,709.9,16.0,Financial services-regional banks,1.0,6.572631164111195,3.714832512433332
780932.0,Financial,Charter One Financia,Mr. Charles JohnKoch,Baltimore,MD,48.0,Lehigh U,BS,68.0,22.0,Loyola U,MBA,1.0,1.0,71.0,25.0,18.0,6.0,301629.0,278853,48947.0,151503,2584410.0,0.722,385.0,61.4,34.0,Financial services-regional banks,1.0,5.892613219139157,2.5854607295085006
615841.0,Financial,BBT Financial,Mr. John A Allison IV,Charlotte,NC,45.0,U of North Caro,BBA,71.0,22.0,Duke U,MBA,1.0,1.0,74.0,25.0,23.0,5.0,370388.0,142599,102854.0,,2700240.0,0.124,671.0,98.2,15.0,Financial services-regional banks,1.0,5.789468598956622,2.8267225201689916
1192780.0,Financial,Wilmington Trust,Mr. Leonard W Quill,Wilmington,DE,62.0,U of Delaware,BS,59.0,27.0,U of Delaware,MBA,1.0,1.0,65.0,33.0,36.0,2.0,393333.0,333650,4497.0,461300,,0.38,405.0,82.8,12.0,Financial services-regional banks,1.0,6.076560348450925,2.6074550232146683
2318730.0,Financial,Meridian Bancorp,Mr. Samuel A McCullough,Pittsburgh,PA,55.0,U of Pittsburgh,BBA,60.0,21.0,,none,0.0,0.0,,,19.0,16.0,600000.0,308500,36000.0,1.37423e+006,5707720.0,0.149,1247.0,150.5,14.0,Financial services-regional banks,1.0,6.365250181006734,3.0958664534785423
951545.0,Financial,AmSouth Bancorporati,Mr. John W Woods,Evanston,IL,62.0,U of the South,BA,54.0,22.0,,none,0.0,0.0,,,25.0,22.0,595000.0,327250,29295.0,,5090350.0,0.197,971.0,146.2,18.0,Financial services-regional banks,1.0,5.978429331550588,2.9872192299080047
1313890.0,Financial,Old Kent Financial,Mr. John C Canepa,Newburyport,MA,63.0,Harvard,BA,53.0,22.0,NYU,MBA,1.0,1.0,60.0,29.0,24.0,12.0,570000.0,356250,387644.0,,6752430.0,0.79,807.0,127.9,18.0,Financial services-regional banks,1.0,6.118559007238429,2.90687353472207
1121950.0,Financial,Central Fidelity Ban,Mr. Carroll L Saine,Lincolnton,NC,59.0,Lenoir-Rhyne C,BA,54.0,19.0,U of Richmond,MS,0.0,1.0,65.0,30.0,37.0,13.0,795540.0,,60253.0,266152,4092920.0,0.246,740.0,102.9,24.0,Financial services-regional banks,1.0,6.049973502902362,2.869231719730976
1298830.0,Financial,Crestar Financial,Mr. Richard G Tilghman,Norfolk,VA,53.0,U of Virginia,BA,63.0,22.0,,none,0.0,0.0,,,27.0,9.0,535000.0,280000,65067.0,418760,3827390.0,0.165,1081.0,140.5,16.0,Financial services-regional banks,1.0,6.113552311278253,3.03382569395331
3296380.0,Financial,Signet Banking,Mr. Robert M Freeman,Richmond,VA,53.0,U of Virginia,BS,63.0,22.0,,none,0.0,0.0,,,23.0,5.0,530200.0,488500,374196.0,1.90349e+006,6348370.0,0.256,1169.0,174.4,26.0,Financial services-regional banks,1.0,6.518037270497919,3.06781451116184
316001.0,Financial,CCB Financial,Mr. Ernest C Roessler,Pittsburgh,PA,53.0,Dartmouth,BA,62.0,21.0,Dartmouth,MBA,1.0,1.0,63.0,22.0,6.0,1.0,241323.0,62986,11692.0,,,0.116,230.0,29.2,13.0,Financial services-regional banks,1.0,5.499688456965855,2.3617278360175926
1414660.0,Financial,Union Planters,Mr. Benjamin W Rawlins Jr,Murfreesboro,TN,56.0,Vanderbilt U,BA,61.0,23.0,Georgia State U,MBA,1.0,1.0,69.0,31.0,20.0,10.0,410000.0,200000,533133.0,271522,4840000.0,0.912,484.0,61.3,17.0,Financial services-regional banks,1.0,6.150652073876722,2.6848453616444123
3366480.0,Financial,Valley Bancorp,Mr. Peter M Platten III,Green Bay,WI,54.0,U of Wisc Madis,BBA,62.0,22.0,,none,0.0,0.0,,,29.0,5.0,373000.0,74600,55742.0,2.86314e+006,5440050.0,1.094,377.0,45.9,22.0,Financial services-regional banks,1.0,6.527176038701353,2.5763413502057926
293157.0,Financial,BanPonce,Mr. Richard L Carrion,San Juan,PR,41.0,U of Penn-Whart,BS,75.0,22.0,MIT,MS,0.0,1.0,76.0,23.0,18.0,1.0,230000.0,36814,26343.0,,,0.696,897.0,103.2,15.0,Financial services-regional banks,1.0,5.467100268724049,2.9527924430440917
953206.0,Financial,Southern National,Mr. L GlennOrr Jr,Charlotte,NC,54.0,Wofford C,BA,62.0,22.0,U of S Carolina,MBA,1.0,1.0,63.0,23.0,22.0,4.0,444184.0,217700,291322.0,,2671120.0,0.198,438.0,75.6,10.0,Financial services-regional banks,1.0,5.979186767370065,2.6414741105040993
2271190.0,Financial,Northern Trust,Mr. David W Fox,Aurora,IL,62.0,U of Notre Dame,BS,53.0,21.0,U of Chicago,MBA,1.0,1.0,58.0,26.0,39.0,4.0,616250.0,414982,715163.0,524792,7935770.0,0.306,1259.0,167.9,23.0,Financial services-regional banks,1.0,6.356253467332885,3.100025730107862
626433.0,Financial,Zions Bancorporation,Mr. Harris H Simmons,Salt Lake City,UT,39.0,U of Utah,BA,77.0,22.0,Harvard,MBA,1.0,1.0,80.0,25.0,13.0,3.0,289531.0,170000,8152.0,158750,1749440.0,3.584,346.0,51.4,31.0,Financial services-regional banks,1.0,5.796874627945806,2.5390760987927763
2896050.0,Financial,Wells Fargo,Mr. Carl E Reichardt,Houston,TX,62.0,USC,BA,56.0,24.0,,none,0.0,0.0,,,24.0,11.0,775000.0,1.35e+006,592061.0,178988,8304100.0,0.262,4854.0,612.0,20.0,Financial services-regional banks,1.0,6.46180605563859,3.6860997719959157
1456100.0,Financial,US Trust,Mr. H MarshallSchwarz,New York,NY,57.0,Harvard,BA,58.0,21.0,Harvard,MBA,1.0,1.0,61.0,24.0,27.0,4.0,517308.0,304135,634656.0,,4088190.0,0.32,446.0,42.3,9.0,Financial services-regional banks,1.0,6.163191201870467,2.6493348587121415
574745.0,Financial,Cullen/Frost Bankers,Mr. Thomas C Frost,San Antonio,TX,66.0,WashingtonLee,BS,50.0,22.0,,none,0.0,0.0,,,44.0,23.0,400000.0,,174745.0,,3302850.0,2.982,266.0,38.8,21.0,Financial services-regional banks,1.0,5.759475201808467,2.4248816366310666
883430.0,Financial,West One Bancorp,Mr. Daniel R Nelson,Spokane,WA,56.0,Washington Stat,BBA,62.0,24.0,,none,0.0,0.0,,,10.0,8.0,429996.0,180598,14163.0,258673,2965950.0,0.046,600.0,83.2,22.0,Financial services-regional banks,1.0,5.9461721431827685,2.7781512503836434
608262.0,Financial,Magna Group,Mr. William S Badgley,Belleville,IL,64.0,Washington U,BS,60.0,30.0,,none,0.0,0.0,,,41.0,2.0,411600.0,148125,48537.0,,1628320.0,0.458,290.0,37.5,12.0,Financial services-regional banks,1.0,5.784090685596896,2.4623979978989556
842121.0,Financial,Compass Bancshares,Mr. D PaulJones Jr,Birmingham,AL,51.0,U of Alabama,BS,64.0,21.0,NYU,JD,0.0,1.0,67.0,24.0,16.0,3.0,408098.0,408098,25925.0,,5975560.0,1.372,625.0,89.3,25.0,Financial services-regional banks,1.0,5.925374497505394,2.795880017344075
1108750.0,Financial,First of America Ban,Mr. Daniel R Smith,Kalamazoo,MI,60.0,Western Michiga,BBA,55.0,21.0,,none,0.0,0.0,,,38.0,9.0,625000.0,285000,198748.0,,4633330.0,0.069,1803.0,247.4,19.0,Financial services-regional banks,1.0,6.044833632839782,3.255995726722402
468992.0,Financial,Associated Banc-Corp,Mr. Harry B Conlon,Green Bay,WI,59.0,U of Notre Dame,BS,57.0,22.0,U of Wisc Madis,LLB,0.0,1.0,64.0,29.0,29.0,19.0,307000.0,115125,46867.0,,2969750.0,0.825,249.0,36.2,21.0,Financial services-regional banks,1.0,5.67116543464368,2.396199347095736
768648.0,Financial,First Security,Mr. Spencer F Eccles,Ogden,UT,59.0,U of Utah,BS,56.0,21.0,Columbia,MA,0.0,1.0,59.0,24.0,35.0,12.0,467450.0,280404,20794.0,,3161600.0,2.718,812.0,114.1,24.0,Financial services-regional banks,1.0,5.885727501497345,2.909556029241175
28816.0,Financial,Citizens Bancorp,Mr. Alfred H Smith Jr,Washington,DC,60.0,,,,,,none,0.0,0.0,,,31.0,7.0,18600.0,,10216.0,,113181.0,8.881,242.0,26.8,11.0,Financial services-regional banks,1.0,4.459633695475458,2.383815365980431
540899.0,Financial,City National,Mr. BramGoldsmith,Chicago,IL,71.0,,,,,,none,0.0,0.0,,,19.0,19.0,540000.0,,899.0,,10354400.0,14.923,214.0,-6.9,-14.0,Financial services-regional banks,1.0,5.733116178530466,2.3304137733491905
650443.0,Financial,First Bancorporation,Mr. Howard L Flood,Staten Island,NY,59.0,,,,,,none,0.0,0.0,,,31.0,9.0,365700.0,121095,127032.0,36616,2165770.0,0.162,332.0,55.2,16.0,Financial services-regional banks,1.0,5.813209244217974,2.5211380837040362
817947.0,Financial,First National of Ne,Mr. John R Lauritzen,,,77.0,,,,,,none,0.0,0.0,,,51.0,26.0,397303.0,304233,116411.0,,1975410.0,46.11,546.0,70.1,,Financial services-regional banks,1.0,5.9127251638751686,2.737192642704737
2599370.0,Financial,Shawmut National,Mr. Joel B Alvord,Manchester,CT,55.0,Dartmouth,AB,60.0,21.0,Dartmouth,MBA,1.0,1.0,61.0,22.0,31.0,8.0,650000.0,650000,221247.0,1.07813e+006,8020240.0,0.117,1931.0,244.6,-1.0,Financial services-regional banks,1.0,6.414868102325696,3.2857822737793945
