Make/Model,MPG_City,MPG_Hwy,Weight(lb),Seating,Horsepower,HP/Pound,Displacement,Cylinders,Origin,Transmission,EPA_Class,Length,Fuel,HEV,Turbocharger,Make,Model,GP1000M_City,GP1000M_Hwy,h GP1000M_City,Residual GP1000M_City,Residual GP1000M_City 2,Residual GP1000M_City 3
Hyundai_Azera,17.0,26.0,3629.0,5.0,263.0,0.0724717553044916,3.8,6.0,3.0,A,large,192.7,gas,no,no,Hyundai,Azera,58.8235294117647,38.46153846153846,0.007605418603327745,-0.7495630831176285,-0.5625233957402003,-0.43580322379261816
Hyundai_Sonata,19.0,28.0,3458.0,5.0,234.0,0.06766917293233082,3.3,6.0,3.0,A,large,188.9,gas,no,no,Hyundai,Sonata,52.63157894736842,35.714285714285715,0.007132365686397281,-3.580652887734722,-3.481673619184221,-3.4680152049708255
Hyundai_Sonata,21.0,31.0,3253.0,5.0,162.0,0.04980018444512758,2.4,4.0,3.0,M,large,188.9,gas,no,no,Hyundai,Sonata,47.61904761904762,32.25806451612903,0.013758749196905874,-0.2432720331846241,-0.30372545808166507,-0.2514557752107365
Hyundai_Entourage,16.0,23.0,5898.0,7.0,250.0,0.0423872499152255,3.8,6.0,3.0,A,minivan,202.0,gas,no,no,Hyundai,Entourage,62.5,43.47826086956522,0.026211023039202714,-14.916747974578612,-15.58160841872899,-15.99119808834692
Hyundai_Santa_Fe,18.0,24.0,3793.0,5.0,185.0,0.04877405747429475,2.7,6.0,3.0,A,suv2,184.1,gas,no,no,Hyundai,Santa_Fe,55.55555555555556,41.666666666666664,0.005800541619062398,-0.2992309922320402,-0.5610235596365953,-0.8627346123546644
Hyundai_Santa_Fe,17.0,24.0,3723.0,5.0,185.0,0.049691109320440505,2.7,6.0,3.0,M,suv2,184.1,gas,no,no,Hyundai,Santa_Fe,58.8235294117647,41.666666666666664,0.011226652772880626,4.286015142314007,4.20918619191216,4.3166641823395935
Hyundai_Santa_Fe,17.0,24.0,3846.0,5.0,242.0,0.06292251690067603,3.3,6.0,3.0,A,suv2,184.1,gas,no,no,Hyundai,Santa_Fe,58.8235294117647,41.666666666666664,0.004989826826636441,-2.1206229601624997,-2.0919059088929544,-2.0900254834322567
Hyundai_Tucson,19.0,25.0,3266.0,5.0,140.0,0.04286589099816289,2.0,4.0,3.0,A,suv2,170.3,gas,no,no,Hyundai,Tucson,52.63157894736842,40.0,0.01050318375875549,3.260087535547733,2.973334128445117,2.5750913521321337
Hyundai_Tucson,20.0,25.0,3240.0,5.0,140.0,0.043209876543209874,2.0,4.0,3.0,M,suv2,170.3,gas,no,no,Hyundai,Tucson,50.0,40.0,0.011625042591716045,1.5552807505850694,1.438902529098094,1.441504185346865
Hyundai_Veracruz,16.0,23.0,4266.0,7.0,260.0,0.06094702297233943,3.8,6.0,3.0,A,suv2,190.6,gas,no,no,Hyundai,Veracruz,62.5,43.47826086956522,0.004828459810413018,-2.763425702971716,-2.7971770936262033,-2.7999901669316927
Hyundai_Santa_Fe,17.0,23.0,3969.0,5.0,185.0,0.046611237087427565,2.7,6.0,3.0,A,suv4,184.1,gas,no,no,Hyundai,Santa_Fe,58.8235294117647,43.47826086956522,0.00641393246657012,1.4067424002524618,1.0865961072997479,0.7515066122465299
Hyundai_Santa_Fe,17.0,24.0,4022.0,5.0,242.0,0.06016907011437096,3.3,6.0,3.0,A,suv4,184.1,gas,no,no,Hyundai,Santa_Fe,58.8235294117647,41.666666666666664,0.00520947663510269,-3.6826234238871436,-3.712260098165757,-3.743758115040208
Hyundai_Tucson,17.0,23.0,3548.0,5.0,173.0,0.04875986471251409,2.7,6.0,3.0,A,suv4,170.3,gas,no,no,Hyundai,Tucson,58.8235294117647,43.47826086956522,0.010711414809612968,4.275134755380783,4.073246055891971,3.803104667020321
Hyundai_Veracruz,15.0,22.0,4431.0,7.0,260.0,0.05867749943579328,3.8,6.0,3.0,A,suv4,190.6,gas,no,no,Hyundai,Veracruz,66.66666666666667,45.45454545454545,0.005482481403073886,-0.06113447104688419,-0.1495924794027843,-0.18369784239746423
Infiniti_G37_Coupe,18.0,24.0,3616.0,4.0,330.0,0.09126106194690266,3.7,6.0,3.0,A-S,subcompact,183.1,gas,no,no,Infiniti,G37_Coupe,55.55555555555556,41.666666666666664,0.011095602318334475,-8.586378026093897,-8.160995828833215,-7.616810488660583
Infiniti_G37_Coupe,17.0,26.0,3668.0,4.0,330.0,0.08996728462377317,3.7,6.0,3.0,M,subcompact,183.1,gas,no,no,Infiniti,G37_Coupe,58.8235294117647,38.46153846153846,0.011049608740875082,-7.109286259776759,-6.381007674149991,-5.461529831607727
Infiniti_G35,17.0,24.0,3497.0,4.0,306.0,0.08750357449242208,3.5,6.0,3.0,A-S,midsize,187.0,gas,no,no,Infiniti,G35,58.8235294117647,41.666666666666664,0.011286018825354698,-1.7973268257302024,-1.474510889964563,-1.054268679008885
Infiniti_G35,17.0,25.0,3532.0,4.0,306.0,0.08663646659116647,3.5,6.0,3.0,M,midsize,187.0,gas,no,no,Infiniti,G35,58.8235294117647,40.0,0.011109304422893714,-3.4373338708306065,-2.805985107299364,-2.0072263398848804
Infiniti_M35,16.0,23.0,3876.0,5.0,275.0,0.07094943240454077,3.5,6.0,3.0,A-S,large,194.1,gas,no,no,Infiniti,M35,62.5,43.47826086956522,0.009866553032816375,1.9744743446933626,1.9816804376622414,2.133158650334501
Infiniti_M45,16.0,21.0,3990.0,5.0,325.0,0.08145363408521303,4.5,8.0,3.0,A-S,large,194.1,gas,no,no,Infiniti,M45,62.5,47.61904761904762,0.010045292468030806,-3.0890221701432665,-2.849365966685653,-2.4443824946565798
Infiniti_EX35,17.0,24.0,3790.0,4.0,297.0,0.07836411609498681,3.5,6.0,3.0,A-S,smallwagon,182.3,gas,no,no,Infiniti,EX35,58.8235294117647,41.666666666666664,0.008725218695966373,-4.295192146824398,-4.103340248933094,-3.7707724321062273
Infiniti_FX35,15.0,22.0,4151.0,5.0,275.0,0.06624909660322814,3.5,6.0,3.0,A-S,suv2,189.1,gas,no,no,Infiniti,FX35,66.66666666666667,45.45454545454545,0.007985407328523719,3.033702661574779,2.965503597471958,3.08335533013355
Infiniti_QX56,12.0,18.0,5705.0,7.0,320.0,0.056091148115687994,5.6,8.0,3.0,A,suv2,206.9,gas,no,no,Infiniti,QX56,83.33333333333333,55.55555555555556,0.016078931286143787,2.6104925397248167,2.3725115461948576,2.36654312507585
Infiniti_FX35,15.0,20.0,4314.0,5.0,275.0,0.06374594343996291,3.5,6.0,3.0,A-S,suv4,189.1,gas,no,no,Infiniti,FX35,66.66666666666667,50.0,0.00844558099121678,1.58707723210253,1.464834660815896,1.5517734042693831
Infiniti_FX45,13.0,17.0,4488.0,5.0,320.0,0.07130124777183601,4.5,8.0,3.0,A-S,suv4,189.1,gas,no,no,Infiniti,FX45,76.92307692307692,58.8235294117647,0.008906844697304808,6.652665437035154,6.715954919710313,7.017507369410339
Infiniti_QX56,12.0,17.0,6011.0,7.0,320.0,0.053235734486774246,5.6,8.0,3.0,A,suv4,206.9,gas,no,no,Infiniti,QX56,83.33333333333333,58.8235294117647,0.021632734070770963,-0.10525826652371961,-0.4446951692453638,-0.508696563969778
Isuzu_Ascender,14.0,20.0,4417.0,5.0,285.0,0.06452343219379669,4.2,6.0,3.0,A,suv2,191.6,gas,no,no,Isuzu,Ascender,71.42857142857143,50.0,0.005172954690801465,2.9325097455534035,2.9806627079969275,3.0830696745314583
Isuzu_Ascender,14.0,20.0,4594.0,5.0,285.0,0.062037440139312144,4.2,6.0,3.0,A,suv4,191.6,gas,no,no,Isuzu,Ascender,71.42857142857143,50.0,0.00601809865703317,1.3616342791939502,1.351101960830519,1.4199408347893723
Jaguar_XK,16.0,25.0,3671.0,4.0,300.0,0.08172160174339417,4.2,8.0,2.0,A,minicompact,188.6,gas,no,no,Jaguar,XK,62.5,40.0,0.007675455626648047,-0.9909211569280671,-0.6048902249665744,-0.267350161272482
Jaguar_XKR,15.0,23.0,3814.0,4.0,420.0,0.11012060828526482,4.2,8.0,2.0,A,minicompact,188.6,gas,no,no,Jaguar,XKR,66.66666666666667,43.47826086956522,0.018253015176692384,-7.817570781764516,-6.830358467831317,-5.859637460266271
Jaguar_X-Type,16.0,22.0,3516.0,5.0,227.0,0.06456200227531285,3.0,6.0,2.0,A,compact,183.8,gas,no,no,Jaguar,X-Type,62.5,45.45454545454545,0.005753898091728512,5.660113604384421,5.718116020405191,5.701155049379004
Jaguar_S-Type,17.0,26.0,3760.0,5.0,235.0,0.0625,3.0,6.0,2.0,A,midsize,193.1,gas,no,no,Jaguar,S-Type,58.8235294117647,38.46153846153846,0.0062719558128118795,0.41013446184384605,0.4011400575959385,0.34746364454575485
Jaguar_S-Type,16.0,24.0,3868.0,5.0,300.0,0.07755946225439504,4.2,8.0,2.0,A,midsize,193.1,gas,no,no,Jaguar,S-Type,62.5,41.666666666666664,0.007010476277578909,-2.1391653132895385,-1.8326460524985038,-1.5491416887150962
Jaguar_XJ8,16.0,25.0,3726.0,5.0,300.0,0.08051529790660225,4.2,8.0,2.0,A,large,200.4,gas,no,no,Jaguar,XJ8,62.5,40.0,0.01243691874186316,0.09463149366658286,0.4252036941246118,0.7085884813033445
Jaguar_XJR,15.0,22.0,3958.0,5.0,400.0,0.10106114199090449,4.2,8.0,2.0,A,large,200.4,gas,no,no,Jaguar,XJR,66.66666666666667,45.45454545454545,0.017173309942197658,-5.901194879879213,-5.107048679478922,-4.317411974548719
Jeep_Commander,14.0,19.0,4649.0,5.0,210.0,0.04517100451710045,3.7,6.0,1.0,A,suv2,188.5,gas,no,no,Jeep,Commander,71.42857142857143,52.63157894736842,0.010026081332199305,6.5377046283506814,6.113344630006537,5.7705516089735625
Jeep_Commander,13.0,19.0,5055.0,7.0,330.0,0.06528189910979229,5.7,8.0,1.0,A,suv2,188.5,gas,no,no,Jeep,Commander,76.92307692307692,52.63157894736842,0.011803213462105954,-1.2952318615991345,-1.2056095110350356,-0.965099601459201
Jeep_Commander_FFV,14.0,19.0,4936.0,7.0,305.0,0.06179092382495948,4.7,8.0,1.0,A,suv2,188.5,gas,no,no,Jeep,Commander_FFV,71.42857142857143,52.63157894736842,0.01026356851547017,-3.707738935328763,-3.7137852139636465,-3.5882696191527117
Jeep_Commander_FFV,9.0,13.0,4936.0,7.0,305.0,0.06179092382495948,4.7,8.0,1.0,A,suv2,188.5,E85,no,no,Jeep,Commander_FFV,111.11111111111111,76.92307692307692,0.05125738961954976,9.763927244135758,9.909298733140218,10.119712112776512
Jeep_Compass,21.0,25.0,3153.0,5.0,172.0,0.0545512210593086,2.4,4.0,1.0,AV,suv2,173.4,gas,no,no,Jeep,Compass,47.61904761904762,40.0,0.05495434049556236,2.2930085302057392,2.3572385473206054,2.4085725765089663
Jeep_Compass,23.0,28.0,3071.0,5.0,172.0,0.05600781504395962,2.4,4.0,1.0,M,suv2,173.4,gas,no,no,Jeep,Compass,43.47826086956522,35.714285714285715,0.00887534468224453,-5.646276684195556,-5.543442698791694,-5.344196852758934
Jeep_Grand_Cherokee,15.0,20.0,4316.0,5.0,210.0,0.04865616311399444,3.7,6.0,1.0,A,suv2,188.0,gas,no,no,Jeep,Grand_Cherokee,66.66666666666667,50.0,0.0067105336706807135,4.66449448131246,4.3521196380572675,4.074332880738076
Jeep_Grand_Cherokee,13.0,19.0,4593.0,5.0,330.0,0.07184846505551927,5.7,8.0,1.0,A,suv2,188.0,gas,no,no,Jeep,Grand_Cherokee,76.92307692307692,52.63157894736842,0.0075961813370943945,2.738338093156514,2.982716227194274,3.3126972815136497
Jeep_Grand_Cherokee_FFV,14.0,19.0,4460.0,5.0,305.0,0.06838565022421525,4.7,8.0,1.0,A,suv2,188.0,gas,no,no,Jeep,Grand_Cherokee_FFV,71.42857142857143,52.63157894736842,0.0062677584362923755,0.4500810563140618,0.6034323347760164,0.8210741776980228
Jeep_Grand_Cherokee_FFV,9.0,13.0,4460.0,5.0,305.0,0.06838565022421525,4.7,8.0,1.0,A,suv2,188.0,E85,no,no,Jeep,Grand_Cherokee_FFV,111.11111111111111,76.92307692307692,0.048398321067530725,13.921747235778582,14.226516281879867,14.529055909627246
Jeep_Patriot,23.0,28.0,3108.0,5.0,173.0,0.05566280566280566,2.4,4.0,1.0,M,suv2,173.6,gas,no,no,Jeep,Patriot,43.47826086956522,35.714285714285715,0.008892781491413357,-6.0290142009639,-5.933673713499573,-5.736683512076759
Jeep_Commander,14.0,19.0,4826.0,5.0,210.0,0.0435142975549109,3.7,6.0,1.0,A,suv4,188.5,gas,no,no,Jeep,Commander,71.42857142857143,52.63157894736842,0.012620765096152255,4.966829161991242,4.483783882840129,4.107422769231476
Jeep_Commander,13.0,17.0,5239.0,7.0,330.0,0.06298912006108036,5.7,8.0,1.0,A,suv4,188.5,gas,no,no,Jeep,Commander,76.92307692307692,58.8235294117647,0.014590167699103044,-2.9282323464021687,-2.8996161634565993,-2.6940018981402147
Jeep_Commander_FFV,13.0,18.0,5119.0,7.0,305.0,0.059581949599531156,4.7,8.0,1.0,A,suv4,188.5,gas,no,no,Jeep,Commander_FFV,76.92307692307692,55.55555555555556,0.012907661282413822,0.1626410770084874,0.09592018601388475,0.18672978680588415
Jeep_Commander_FFV,9.0,12.0,5119.0,7.0,305.0,0.059581949599531156,4.7,8.0,1.0,A,suv4,188.5,E85,no,no,Jeep,Commander_FFV,111.11111111111111,83.33333333333333,0.05353014136354369,8.139801761967519,8.22449863861226,8.400206024229618
Jeep_Compass,21.0,24.0,3305.0,5.0,172.0,0.052042360060514374,2.4,4.0,1.0,AV,suv4,173.4,gas,no,no,Jeep,Compass,47.61904761904762,41.666666666666664,0.05519396905306857,0.9440081297162806,0.9578417474940863,0.9803489401203009
Jeep_Compass,22.0,27.0,3177.0,5.0,172.0,0.054139124960654705,2.4,4.0,1.0,M,suv4,173.4,gas,no,no,Jeep,Compass,45.45454545454545,37.03703703703704,0.009118800127948528,-4.610742378504028,-4.54305325053258,-4.363910329997118
Jeep_Grand_Cherokee,15.0,19.0,4488.0,5.0,210.0,0.04679144385026738,3.7,6.0,1.0,A,suv4,188.0,gas,no,no,Jeep,Grand_Cherokee,66.66666666666667,52.63157894736842,0.008271796084469856,3.137994028127025,2.7685916803588313,2.4581850816666844
Jeep_Grand_Cherokee,13.0,18.0,4730.0,5.0,330.0,0.06976744186046512,5.7,8.0,1.0,A,suv4,186.7,gas,no,no,Jeep,Grand_Cherokee,76.92307692307692,55.55555555555556,0.009194543360015815,1.3490914496329935,1.5521473733809614,1.860963452142144
Jeep_Grand_Cherokee,11.0,14.0,4819.0,5.0,425.0,0.08819257107283669,6.1,8.0,1.0,A,suv4,186.7,gas,no,no,Jeep,Grand_Cherokee,90.9090909090909,71.42857142857143,0.015384956145047968,6.84691239365776,7.5339299783566815,8.348605420588811
Jeep_Grand_Cherokee_FFV,14.0,19.0,4695.0,5.0,305.0,0.06496272630457935,4.7,8.0,1.0,A,suv4,188.0,gas,no,no,Jeep,Grand_Cherokee_FFV,71.42857142857143,52.63157894736842,0.007881991501826998,-1.6355445628637284,-1.5601087702189318,-1.3870347338239526
Jeep_Grand_Cherokee_FFV,9.0,12.0,4695.0,5.0,305.0,0.06496272630457935,4.7,8.0,1.0,A,suv4,188.0,E85,no,no,Jeep,Grand_Cherokee_FFV,111.11111111111111,83.33333333333333,0.0495356954423922,11.836121616600792,12.062975176884919,12.32094699810527
Jeep_Liberty,15.0,21.0,4269.0,5.0,210.0,0.049191848208011243,3.7,6.0,1.0,A,suv4,176.9,gas,no,no,Jeep,Liberty,66.66666666666667,47.61904761904762,0.011423591281499402,3.6012955771696085,3.3395188678738705,3.1117763580864093
Jeep_Liberty,16.0,22.0,4198.0,5.0,210.0,0.050023820867079564,3.7,6.0,1.0,M,suv4,176.9,gas,no,no,Jeep,Liberty,62.5,45.45454545454545,0.016556019636943878,0.7607761914746334,0.6842946544403716,0.8659308380389987
Jeep_Patriot,22.0,27.0,3251.0,5.0,173.0,0.05321439557059366,2.4,4.0,1.0,M,suv4,173.6,gas,no,no,Jeep,Patriot,45.45454545454545,37.03703703703704,0.009336260028546527,-5.321854992759924,-5.2739269073034905,-5.104056690277979
Jeep_Wrangler,15.0,19.0,3785.0,4.0,202.0,0.053368560105680314,3.8,6.0,1.0,A,suv4,162.9,gas,no,no,Jeep,Wrangler,66.66666666666667,52.63157894736842,0.019487708456526885,6.6780008961240895,6.577620455959618,6.449525141895599
Jeep_Wrangler,15.0,19.0,3760.0,4.0,202.0,0.05372340425531915,3.8,6.0,1.0,M,suv4,162.9,gas,no,no,Jeep,Wrangler,66.66666666666667,52.63157894736842,0.020084662153727378,7.59589805589502,7.665561246087407,7.938120714344613
Kia_Rio,25.0,35.0,2403.0,5.0,110.0,0.04577611319184353,1.6,4.0,3.0,A,compact,166.9,gas,no,no,Kia,Rio,40.0,28.571428571428573,0.015103884482591281,0.26525100554611925,0.1132066673760832,-0.2738445948436592
Kia_Rio,27.0,32.0,2365.0,5.0,110.0,0.046511627906976744,1.6,4.0,3.0,M,compact,166.9,gas,no,no,Kia,Rio,37.03703703703704,31.25,0.011902494799050431,-1.6644397633934886,-1.6421302528423283,-1.6260612796138432
Kia_Optima,21.0,31.0,3179.0,5.0,162.0,0.050959421201635734,2.4,4.0,3.0,A,midsize,186.4,gas,no,no,Kia,Optima,47.61904761904762,32.25806451612903,0.008842660174986468,-0.6159502447182064,-0.8057370598026168,-1.1260831173703778
Kia_Optima,21.0,31.0,3142.0,5.0,162.0,0.051559516231699555,2.4,4.0,3.0,M,midsize,186.4,gas,no,no,Kia,Optima,47.61904761904762,32.25806451612903,0.012574560167722553,0.408446946670324,0.39268242504834205,0.4752669526882798
Kia_Optima,20.0,28.0,3287.0,5.0,185.0,0.05628232430787952,2.7,6.0,3.0,A,midsize,186.4,gas,no,no,Kia,Optima,50.0,35.714285714285715,0.0075946081328689685,-1.0573014069801019,-1.158582381418448,-1.3728529870464925
Kia_Spectra,24.0,32.0,2767.0,5.0,138.0,0.04987350921575714,2.0,4.0,3.0,A,midsize,177.2,gas,no,no,Kia,Spectra,41.666666666666664,31.25,0.010814319455739801,-2.1939271590130787,-2.3478104923302254,-2.6879905379550593
Kia_Spectra,23.0,30.0,2701.0,5.0,138.0,0.05109218807848945,2.0,4.0,3.0,M,midsize,177.2,gas,no,no,Kia,Spectra,43.47826086956522,33.333333333333336,0.011182279588002159,0.8994393116831816,0.9291933743335434,0.9974437708920831
Kia_Amanti,17.0,24.0,3770.0,5.0,264.0,0.070026525198939,3.8,6.0,3.0,A,large,196.9,gas,no,no,Kia,Amanti,58.8235294117647,41.666666666666664,0.008306247970415896,-1.5218507737326732,-1.38940436248744,-1.2994853290764041
Kia_Rondo,19.0,26.0,3333.0,5.0,162.0,0.048604860486048604,2.4,4.0,3.0,A,midsizewagon,179.0,gas,no,no,Kia,Rondo,52.63157894736842,38.46153846153846,0.007060377320929987,2.0429479925245673,1.8254450254495538,1.503313288322758
Kia_Sedona,16.0,23.0,4365.0,6.0,250.0,0.0572737686139748,3.8,6.0,3.0,A,minivan,189.4,gas,no,no,Kia,Sedona,62.5,43.47826086956522,0.00546795921574058,-2.9917367509746384,-3.1085761848649014,-3.1807431486664797
Kia_Sorento,16.0,22.0,4068.0,5.0,242.0,0.059488692232055065,3.3,6.0,3.0,A,suv2,180.7,gas,no,no,Kia,Sorento,62.5,45.45454545454545,0.00659270033754796,-0.8678355419991703,-0.9019984315962191,-0.9296217709617096
Kia_Sorento,15.0,21.0,4083.0,5.0,262.0,0.0641685035513103,3.8,6.0,3.0,A,suv2,180.7,gas,no,no,Kia,Sorento,66.66666666666667,47.61904761904762,0.006715379254854879,1.545007599357703,1.6139703448752982,1.6935524066130938
Kia_Sportage,19.0,25.0,3254.0,5.0,140.0,0.0430239704978488,2.0,4.0,3.0,A,suv2,171.3,gas,no,no,Kia,Sportage,52.63157894736842,40.0,0.00997378280810352,3.4999500922084295,3.214020840391896,2.81434839973781
Kia_Sportage,20.0,25.0,3230.0,5.0,140.0,0.043343653250773995,2.0,4.0,3.0,M,suv2,171.3,gas,no,no,Kia,Sportage,50.0,40.0,0.011269699519622393,1.7773933019761472,1.6611761252576898,1.661968816684272
Kia_Sportage,17.0,23.0,3351.0,5.0,173.0,0.051626380185019395,2.7,6.0,3.0,A,suv2,171.3,gas,no,no,Kia,Sportage,58.8235294117647,43.47826086956522,0.009339966429850488,6.156872799479309,6.01714597815392,5.780660219441174
Kia_Sorento,15.0,22.0,4274.0,5.0,242.0,0.056621431913897985,3.3,6.0,3.0,A,suv4,180.7,gas,no,no,Kia,Sorento,66.66666666666667,45.45454545454545,0.008080386730572492,1.4705805818988864,1.3681173089897811,1.3014260200729382
Kia_Sorento,15.0,20.0,4290.0,5.0,262.0,0.061072261072261075,3.8,6.0,3.0,A,suv4,180.7,gas,no,no,Kia,Sorento,66.66666666666667,50.0,0.008036617140828565,-0.29211794604570684,-0.2917871390989717,-0.25146267715305726
Kia_Sportage,19.0,24.0,3411.0,5.0,140.0,0.04104368220463207,2.0,4.0,3.0,M,suv4,171.3,gas,no,no,Kia,Sportage,52.63157894736842,41.666666666666664,0.012832762880422498,2.8025967724459306,2.6263680938853184,2.5928340917740655
Kia_Sportage,17.0,21.0,3527.0,5.0,173.0,0.04905018429259994,2.7,6.0,3.0,A,suv4,171.3,gas,no,no,Kia,Sportage,58.8235294117647,47.61904761904762,0.009932246244073536,4.5948723357546655,4.396791788881117,4.1269275878332365
Lamborghini_Gallardo_Coupe,11.0,17.0,2998.0,2.0,530.0,0.17678452301534356,5.0,10.0,2.0,A-S,2-seater,169.3,gas,no,no,Lamborghini,Gallardo_Coupe,90.9090909090909,58.8235294117647,0.05657845159493845,14.204521252274418,15.959326447345816,17.77235263102716
Lamborghini_Gallardo_Coupe,10.0,17.0,3153.0,2.0,520.0,0.1649222962258167,5.0,10.0,2.0,M,2-seater,169.3,gas,no,no,Lamborghini,Gallardo_Coupe,100.0,58.8235294117647,0.04682279127764677,21.400772224801102,23.37027413458425,
Lamborghini_Murcielago_Coupe,8.0,13.0,3671.0,2.0,632.0,0.17216017433941705,6.5,12.0,2.0,M,2-seater,181.5,gas,no,no,Lamborghini,Murcielago_Coupe,125.0,76.92307692307692,0.06439742089269915,34.354632145089255,,
Land_Rover_LR2,15.0,22.0,4255.0,5.0,230.0,0.05405405405405406,3.2,6.0,2.0,A-S,suv4,177.1,gas,no,no,Land_Rover,LR2,66.66666666666667,45.45454545454545,0.013585987187206286,4.156923680061041,3.8488742938845704,3.7438551601605283
Land_Rover_LR3,12.0,17.0,5796.0,7.0,300.0,0.051759834368530024,4.4,8.0,2.0,A-S,suv4,190.9,gas,no,no,Land_Rover,LR3,83.33333333333333,58.8235294117647,0.030117372946953325,3.315169431839692,2.8310075579375393,2.767777497289501
Land_Rover_Range_Rover,12.0,18.0,5842.0,5.0,400.0,0.06846970215679561,4.2,8.0,2.0,A-S,suv4,195.8,gas,no,yes,Land_Rover,Range_Rover,83.33333333333333,55.55555555555556,0.023243799105419204,-4.543096745588926,-4.5174724297280875,-4.057332417299321
Land_Rover_Range_Rover,12.0,18.0,5698.0,5.0,305.0,0.05352755352755353,4.4,8.0,2.0,A-S,suv4,195.8,gas,no,no,Land_Rover,Range_Rover,83.33333333333333,55.55555555555556,0.024238789518598994,4.433221441314259,3.9931196354579157,3.9578310476454703
Lexus_SC430,16.0,23.0,3840.0,4.0,288.0,0.075,4.3,8.0,3.0,A-S,minicompact,178.5,gas,no,no,Lexus,SC430,62.5,43.47826086956522,0.00942649529128266,-0.8399349668883218,-0.7013182360213719,-0.41367472537672967
Lexus_IS250,21.0,29.0,3435.0,5.0,204.0,0.059388646288209605,2.5,6.0,3.0,A-S,subcompact,180.1,gas,no,no,Lexus,IS250,47.61904761904762,34.48275862068966,0.009411373197757483,-5.106197600369299,-5.2923638509866535,-5.396051390275069
Lexus_IS250,18.0,26.0,3455.0,5.0,204.0,0.05904486251808973,2.5,6.0,3.0,M,subcompact,180.1,gas,no,no,Lexus,IS250,55.55555555555556,38.46153846153846,0.008798678124597017,1.3234283305601906,1.450768236590413,1.7284420073689049
Lexus_IS350,18.0,25.0,3527.0,5.0,306.0,0.08675928551176637,3.5,6.0,3.0,A-S,subcompact,180.1,gas,no,no,Lexus,IS350,55.55555555555556,40.0,0.010533700467350325,-6.251752183780724,-5.917116801824683,-5.476996374214771
Lexus_ISF,16.0,23.0,3780.0,4.0,416.0,0.11005291005291006,5.0,8.0,3.0,A-S,subcompact,183.5,gas,no,no,Lexus,ISF,62.5,43.47826086956522,0.017648409641909904,-10.01309249262684,-9.17852161575118,-8.1937054366593
Lexus_GS450h,22.0,25.0,4134.0,5.0,340.0,0.0822447992259313,3.5,6.0,3.0,A-S,compact,190.0,gas,yes,no,Lexus,GS450h,45.45454545454545,40.0,0.1013279101671636,-3.672580681205531,-3.311759164284048,-2.874818395372877
Lexus_ES350,19.0,27.0,3580.0,5.0,272.0,0.07597765363128492,3.5,6.0,3.0,A-S,midsize,191.1,gas,no,no,Lexus,ES350,52.63157894736842,37.03703703703704,0.010775062801204698,-5.423928730298819,-5.3253336018672925,-5.123110039518977
Lexus_GS460,17.0,24.0,3945.0,5.0,342.0,0.08669201520912548,4.6,8.0,3.0,A-S,midsize,190.0,gas,no,no,Lexus,GS460,58.8235294117647,41.666666666666664,0.009981740894558193,-8.29049770540896,-7.931103913848624,-7.4088511338573895
Lexus_LS600h,20.0,22.0,5049.0,5.0,438.0,0.08674985145573381,5.0,8.0,3.0,A-S,midsize,202.8,gas,yes,no,Lexus,LS600h,50.0,45.45454545454545,0.10363701537234415,-13.482135806400748,-12.935380127783759,-12.18015355139466
Lexus_RX350,18.0,23.0,3870.0,5.0,270.0,0.06976744186046512,3.5,6.0,3.0,A-S,suv2,186.2,gas,no,no,Lexus,RX350,55.55555555555556,43.47826086956522,0.007932588794621975,-5.565109410335836,-5.558018115039566,-5.403641348503903
Lexus_RX400h,27.0,24.0,4190.0,5.0,268.0,0.0639618138424821,3.3,6.0,3.0,AV,suv2,187.2,gas,yes,no,Lexus,RX400h,37.03703703703704,41.666666666666664,0.05824429120897068,-3.9291230394572807,-3.6584714407658865,-3.365162516291015
Lexus_GX470,14.0,18.0,4959.0,8.0,263.0,0.05303488606573906,4.7,8.0,3.0,A,suv4,188.2,gas,no,no,Lexus,GX470,71.42857142857143,55.55555555555556,0.01178780762281523,-0.5484059332876683,-0.7881394549218754,-0.8969795003690137
Lexus_LX570,12.0,18.0,5995.0,8.0,383.0,0.06388657214345288,5.7,8.0,3.0,A-S,suv4,196.5,gas,no,no,Lexus,LX570,83.33333333333333,55.55555555555556,0.026551727410202328,-4.430024668263371,-4.549220581869122,-4.214233514807063
Lexus_RX350,17.0,22.0,4090.0,5.0,270.0,0.06601466992665037,3.5,6.0,3.0,A-S,suv4,186.2,gas,no,no,Lexus,RX350,58.8235294117647,45.45454545454545,0.007990818799752754,-4.249636133782495,-4.315486995421423,-4.2028332818047005
Lexus_RX400h,26.0,24.0,4365.0,5.0,268.0,0.06139747995418098,3.3,6.0,3.0,AV,suv4,187.2,gas,yes,no,Lexus,RX400h,38.46153846153846,41.666666666666664,0.0584200745024324,-4.0577470760457075,-3.8451176476436615,-3.584997515263396
Lincoln_MKZ,18.0,28.0,3469.0,5.0,263.0,0.07581435572211012,3.5,6.0,1.0,A,midsize,190.5,gas,no,no,Lincoln,MKZ,55.55555555555556,35.714285714285715,0.008434533260558198,-2.8909340728537387,-2.643905626866065,-2.478689388531272
