Index,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
258.0,2004-12-14,542.0,6.295266001439646,3322.46,6.13,38.0,1.99,4.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
259.0,2004-12-15,849.0,6.744059186311348,84.9,0.1,33.0,1.99,4.0,no,SUNNY/CLOUDY,Sunny,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
260.0,2004-12-16,445.0,6.09807428216624,2678.8999999999996,6.02,43.0,1.99,4.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
261.0,2004-12-17,600.0,6.396929655216146,3624.0,6.04,46.0,1.99,4.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
262.0,2004-12-18,688.0,6.5337888379333435,4203.68,6.11,44.0,1.99,4.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
263.0,2004-12-19,509.0,6.2324480165505225,3089.63,6.07,46.0,1.99,3.0,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
264.0,2004-12-20,320.0,5.768320995793772,1948.8,6.09,21.0,1.99,3.0,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
265.0,2004-12-21,487.0,6.18826412308259,2965.83,6.09,38.0,1.99,3.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
266.0,2004-12-22,1947.0,7.5740450053721995,194.70000000000002,0.1,48.0,1.98,3.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
267.0,2004-12-23,147.0,4.990432586778736,889.35,6.05,56.0,1.98,3.0,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
268.0,2004-12-24,251.0,5.5254529391317835,1523.5700000000002,6.07,41.0,1.98,3.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
269.0,2004-12-25,507.0,6.2285110035911835,3107.91,6.13,33.0,1.98,3.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
270.0,2004-12-26,524.0,6.261491684321042,3222.6000000000004,6.15,33.0,1.98,3.0,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
271.0,2004-12-27,371.0,5.916202062607435,2251.9700000000003,6.07,28.0,1.98,3.0,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
272.0,2004-12-28,931.0,6.836259277277067,5641.86,6.06,32.0,1.98,3.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
273.0,2004-12-29,4323.0,8.371704884667631,432.3,0.1,44.0,1.98,3.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
274.0,2004-12-30,2425.0,7.793586803371584,14792.5,6.1,45.0,1.98,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
275.0,2004-12-31,1575.0,7.362010551259734,9576.0,6.08,50.0,1.98,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
276.0,2005-01-01,4366.0,8.38160253710989,26545.28,6.08,60.0,1.98,2.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
277.0,2005-01-02,1476.0,7.297091005160418,8944.56,6.06,47.0,1.98,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
278.0,2005-01-03,464.0,6.139884552226255,2816.48,6.07,55.0,1.98,2.0,no,RAIN,RAIN,HolidayLights,JAN,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
279.0,2005-01-04,234.0,5.455321115357702,1418.04,6.06,49.0,1.98,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
280.0,2005-01-05,602.0,6.400257445308821,60.2,0.1,45.0,1.98,2.0,no,SNOW,SNOW,HolidayLights,JAN,LOW SEASON,Wed,No,Have Events,NOT GOOD WEATHER
281.0,2005-01-06,266.0,5.583496308781699,1614.6200000000001,6.07,41.0,1.98,2.0,no,SNOW,SIGNIFICANTSNOW,HolidayLights,JAN,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
282.0,2005-01-07,529.0,6.270988431858299,3237.48,6.12,41.0,1.97,2.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
283.0,2005-01-08,105.0,4.653960350157523,641.5500000000001,6.11,42.0,1.97,2.0,no,RAIN,RAIN,HolidayLights,JAN,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
284.0,2005-01-09,1250.0,7.1308988302963465,7574.999999999999,6.06,40.0,1.97,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
285.0,2005-01-10,603.0,6.401917196727186,3696.39,6.13,47.0,1.97,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Mon,No,NONE,GOOD WEATHER
286.0,2005-01-11,735.0,6.5998704992128365,4410.0,6.0,40.0,1.97,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,JAN,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
287.0,2005-01-12,380.0,5.940171252720432,38.0,0.1,42.0,1.97,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Wed,No,NONE,GOOD WEATHER
288.0,2005-01-13,690.0,6.536691597591305,4215.900000000001,6.11,54.0,1.97,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Thu,No,NONE,GOOD WEATHER
289.0,2005-01-14,195.0,5.272999558563747,1170.0,6.0,64.0,1.97,1.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
290.0,2005-01-15,549.0,6.3080984415095305,3332.4300000000003,6.07,34.0,1.99,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
291.0,2005-01-16,478.0,6.169610732491456,2882.34,6.03,31.0,2.0,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
292.0,2005-01-17,333.0,5.808142489980444,2014.6499999999999,6.05,28.0,2.02,1.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
293.0,2005-01-18,146.0,4.983606621708336,887.6800000000001,6.08,19.0,2.03,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Tue,No,NONE,GOOD WEATHER
294.0,2005-01-19,352.0,5.863631175598097,35.2,0.1,28.0,2.05,1.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
295.0,2005-01-20,333.0,5.808142489980444,2021.3100000000002,6.07,30.0,2.05,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,JAN,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
296.0,2005-01-21,236.0,5.4638318050256105,1441.96,6.11,20.0,2.05,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Fri,No,NONE,GOOD WEATHER
297.0,2005-01-22,13.0,2.5649493574615367,82.03,6.31,25.0,2.04,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,JAN,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
298.0,2005-01-23,1.0,0.0,0.1,0.1,24.0,2.04,1.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
299.0,2005-01-24,261.0,5.564520407322694,1566.0,6.0,23.0,2.04,1.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
300.0,2005-01-25,303.0,5.713732805509369,1830.1200000000001,6.04,35.0,2.04,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Tue,No,NONE,GOOD WEATHER
301.0,2005-01-26,577.0,6.3578422665081,57.7,0.1,37.0,2.04,1.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
302.0,2005-01-27,476.0,6.16541785423142,2875.04,6.04,20.0,2.03,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Thu,No,NONE,GOOD WEATHER
303.0,2005-01-28,391.0,5.968707559985366,2346.0,6.0,24.0,2.03,1.0,no,SUNNY/CLOUDY,Sunny,NONE,JAN,LOW SEASON,Fri,No,NONE,GOOD WEATHER
304.0,2005-01-29,228.0,5.429345628954441,1381.6799999999998,6.06,34.0,2.03,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
305.0,2005-01-30,385.0,5.953243334287785,2336.9500000000003,6.07,38.0,2.03,1.0,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
306.0,2005-01-31,235.0,5.459585514144159,1452.3,6.18,36.0,2.03,1.0,no,SUNNY/CLOUDY,Sunny,NONE,JAN,LOW SEASON,Mon,No,NONE,GOOD WEATHER
307.0,2005-02-01,199.0,5.293304824724492,1209.92,6.08,37.0,2.02,1.0,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Tue,No,NONE,GOOD WEATHER
308.0,2005-02-02,927.0,6.831953565565855,92.7,0.1,41.0,2.02,1.0,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Wed,No,NONE,GOOD WEATHER
309.0,2005-02-03,428.0,6.059123195581797,2580.84,6.03,40.0,2.02,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
310.0,2005-02-04,388.0,5.961005339623274,2355.1600000000003,6.07,46.0,2.02,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
311.0,2005-02-05,1624.0,7.392647520721623,9890.16,6.09,54.0,2.02,1.0,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
312.0,2005-02-06,2775.0,7.928406026180535,16899.75,6.09,52.0,2.01,1.0,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
313.0,2005-02-07,719.0,6.577861357721047,4407.47,6.13,47.0,2.01,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Mon,No,NONE,GOOD WEATHER
314.0,2005-02-08,585.0,6.371611847231857,3556.8,6.08,48.0,2.01,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Tue,No,NONE,GOOD WEATHER
315.0,2005-02-09,1482.0,7.301147805856032,148.20000000000002,0.1,54.0,2.01,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Wed,No,NONE,GOOD WEATHER
316.0,2005-02-10,285.0,5.652489180268651,1710.0,6.0,44.0,2.01,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
317.0,2005-02-11,695.0,6.543911845564792,4183.9,6.02,41.0,2.01,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Fri,No,NONE,GOOD WEATHER
318.0,2005-02-12,696.0,6.54534966033442,4182.96,6.01,42.0,2.0,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
319.0,2005-02-13,1073.0,6.9782137426306985,6480.92,6.04,41.0,2.0,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
320.0,2005-02-14,757.0,6.6293632534374485,4617.7,6.1,47.0,2.0,1.0,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
321.0,2005-02-15,405.0,6.003887067106539,2442.15,6.03,55.0,2.0,1.0,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
322.0,2005-02-16,1368.0,7.221105098182496,136.8,0.1,51.0,2.0,1.0,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
323.0,2005-02-17,432.0,6.068425588244111,2600.64,6.02,38.0,1.99,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
324.0,2005-02-18,443.0,6.093569770045136,2680.15,6.05,32.0,1.99,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Fri,No,NONE,GOOD WEATHER
325.0,2005-02-19,486.0,6.186208623900494,2940.2999999999997,6.05,30.0,1.99,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
326.0,2005-02-20,996.0,6.903747257584598,6055.68,6.08,37.0,1.99,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
327.0,2005-02-21,182.0,5.204006687076795,1102.9199999999998,6.06,37.0,2.0,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
328.0,2005-02-22,635.0,6.453624998892692,3886.2000000000003,6.12,43.0,2.0,1.0,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
329.0,2005-02-23,3898.0,8.268218880067506,389.8,0.1,41.0,2.01,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,AfroAmerican,FEB,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
330.0,2005-02-24,346.0,5.846438775057725,2107.14,6.09,31.0,2.01,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
331.0,2005-02-25,279.0,5.631211781821365,1687.95,6.05,35.0,2.02,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
332.0,2005-02-26,1700.0,7.438383530044307,10251.0,6.03,40.0,2.02,1.0,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
333.0,2005-02-27,3018.0,8.012349639327795,18198.54,6.03,37.0,2.03,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
334.0,2005-02-28,305.0,5.720311776607412,1830.0,6.0,36.0,2.03,1.0,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
335.0,2005-03-01,36.0,3.58351893845611,216.0,6.0,38.0,2.04,1.0,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
336.0,2005-03-02,653.0,6.481577129276431,65.3,0.1,38.0,2.04,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
337.0,2005-03-03,769.0,6.645090969505644,4721.66,6.14,34.0,2.05,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
338.0,2005-03-04,362.0,5.8916442118257715,2193.72,6.06,36.0,2.05,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
339.0,2005-03-05,1008.0,6.915723448631314,6179.04,6.13,43.0,2.06,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
340.0,2005-03-06,1040.0,6.946975992135418,6302.4,6.06,48.0,2.06,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
341.0,2005-03-07,999.0,6.906754778648554,6143.85,6.15,55.0,2.07,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
342.0,2005-03-08,464.0,6.139884552226255,2876.8,6.2,54.0,2.07,1.0,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
343.0,2005-03-09,542.0,6.295266001439646,54.2,0.1,30.0,2.08,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
344.0,2005-03-10,569.0,6.343880434126331,3448.14,6.06,34.0,2.08,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
345.0,2005-03-11,795.0,6.678342114654332,4968.75,6.25,46.0,2.09,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
346.0,2005-03-12,666.0,6.501289670540389,4035.9599999999996,6.06,44.0,2.09,1.0,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
347.0,2005-03-13,1307.0,7.175489713624222,7933.490000000001,6.07,46.0,2.1,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
348.0,2005-03-14,792.0,6.674561391814426,4862.88,6.14,41.0,2.1,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
349.0,2005-03-15,903.0,6.805722553416985,5499.2699999999995,6.09,46.0,2.11,1.0,no,SUNNY/CLOUDY,Sunny,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
350.0,2005-03-16,3269.0,8.092239406724211,326.90000000000003,0.1,46.0,2.11,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
351.0,2005-03-17,868.0,6.7661917146603505,5303.4800000000005,6.11,47.0,2.11,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
352.0,2005-03-18,1109.0,7.011213987350367,6775.990000000001,6.11,51.0,2.12,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
353.0,2005-03-19,3536.0,8.170751423757535,21498.88,6.08,50.0,2.12,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,LivingGreen,MAR,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
354.0,2005-03-20,389.0,5.963579343618446,2353.45,6.05,43.0,2.13,1.0,no,SNOW,SIGNIFICANTSNOW,LivingGreen,MAR,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
355.0,2005-03-21,958.0,6.86484777797086,5824.64,6.08,46.0,2.13,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
356.0,2005-03-22,3195.0,8.069342366811636,19489.5,6.1,54.0,2.14,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
357.0,2005-03-23,1996.0,7.59890045687141,199.60000000000002,0.1,44.0,2.14,1.0,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
358.0,2005-03-24,1520.0,7.326465613840322,9211.199999999999,6.06,44.0,2.15,1.0,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
359.0,2005-03-25,2104.0,7.651595573857601,12771.28,6.07,48.0,2.15,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
360.0,2005-03-26,5575.0,8.62604759632832,45324.75000000001,8.13,47.0,2.16,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,Eggstreme,MAR,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
361.0,2005-03-27,5724.0,8.652423140676342,46135.44,8.06,46.0,2.16,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,Eggstreme,MAR,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
362.0,2005-03-28,317.0,5.75890177387728,2561.36,8.08,53.0,2.18,1.0,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
363.0,2005-03-29,2056.0,7.628517626575055,16756.4,8.15,59.0,2.21,1.0,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
364.0,2005-03-30,13544.0,9.51369892381297,1354.4,0.1,58.0,2.23,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
365.0,2005-03-31,4527.0,8.417814747435958,36895.05,8.15,51.0,2.26,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
366.0,2005-04-01,1659.0,7.413970290190444,13554.03,8.17,49.0,2.28,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
367.0,2005-04-02,171.0,5.14166355650266,1405.6200000000001,8.22,52.0,2.27,1.0,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
368.0,2005-04-03,523.0,6.259581464064923,4251.990000000001,8.13,48.0,2.26,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
369.0,2005-04-04,1172.0,7.066466970136958,9622.12,8.21,60.0,2.24,1.0,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
370.0,2005-04-05,1910.0,7.554858521040676,15623.8,8.18,67.0,2.23,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
371.0,2005-04-06,7902.0,8.974871170971337,790.2,0.1,66.0,2.22,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
372.0,2005-04-07,1840.0,7.517520850603031,15124.800000000001,8.22,76.0,2.23,1.0,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
373.0,2005-04-08,2000.0,7.600902459542082,16260.000000000002,8.13,63.0,2.24,1.0,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
374.0,2005-04-09,7116.0,8.870101048785726,57710.759999999995,8.11,61.0,2.25,1.0,no,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
375.0,2005-04-10,11765.0,9.372884301161463,95178.84999999999,8.09,64.0,2.26,1.0,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
376.0,2005-04-11,2024.0,7.6128310304073565,16536.079999999998,8.17,58.0,2.27,49.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
377.0,2005-04-12,3035.0,8.017966703493599,24765.600000000002,8.16,57.0,2.28,97.0,yes,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
378.0,2005-04-13,6826.0,8.828494129466652,682.6,0.1,54.0,2.28,142.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
379.0,2005-04-14,4174.0,8.336630087637147,33934.62,8.13,63.0,2.29,185.0,yes,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
380.0,2005-04-15,3064.0,8.027476530860483,24879.679999999997,8.12,57.0,2.3,227.0,yes,SUNNY/CLOUDY,Sunny,EASTER,APR,HIGH SEASON,Fri,No,Have Events,GOOD WEATHER
381.0,2005-04-16,9181.0,9.1248914101437,74366.09999999999,8.1,58.0,2.31,268.0,yes,SUNNY/CLOUDY,Sunny,PoetrySafri,APR,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
382.0,2005-04-17,16991.0,9.740439071085758,137627.1,8.1,74.0,2.32,307.0,yes,SUNNY/CLOUDY,Sunny,PoetrySafri,APR,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
383.0,2005-04-18,8406.0,9.036701015565063,68340.78000000001,8.13,75.0,2.33,372.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
384.0,2005-04-19,11429.0,9.343909263897597,92917.77,8.13,70.0,2.34,435.0,yes,SUNNY/CLOUDY,Sunny,EASTER,APR,HIGH SEASON,Tue,No,Have Events,GOOD WEATHER
385.0,2005-04-20,23929.0,10.082846391479316,2392.9,0.1,85.0,2.35,496.0,yes,RAIN,RAIN,EASTER,APR,HIGH SEASON,Wed,No,Have Events,NOT GOOD WEATHER
386.0,2005-04-21,8774.0,9.07954808172616,71332.62000000001,8.13,71.0,2.36,554.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,EASTER,APR,HIGH SEASON,Thu,No,Have Events,GOOD WEATHER
387.0,2005-04-22,10757.0,9.283311984432006,87346.84,8.12,56.0,2.37,611.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
