Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
Round,1.07,Signature-Ideal,G,SI1,EX,EX,1.0,GIA,61.4,56.0,Medium Blue,None,2008-12-10,6413.0,8.766082459148864,0.06765864847381486
Round,1.06,Signature-Ideal,G,SI1,EX,EX,1.0,GIA,61.9,56.0,None,None,2008-12-10,6416.0,8.766550149546351,0.058268908123975824
Emerald,1.29,Very Good,D,SI2,VG,G,1.46,AGSL,65.4,65.2,None,None,2008-12-10,6417.0,8.766705997750515,0.25464221837358075
Emerald,0.94,Good,D,IF,VG,G,1.25,GIA,67.6,73.0,None,None,2008-12-10,6418.0,8.766861821669803,-0.06187540371808753
Princess,1.2,Very Good,G,VS1,VG,G,1.03,GIA,73.1,76.0,None,None,2008-12-10,6419.0,8.767017621311778,0.1823215567939546
Round,0.92,Ideal,D,VS2,EX,EX,1.0,GIA,62.4,57.0,None,None,2008-12-10,6421.0,8.76732914779405,-0.08338160893905101
Round,1.01,Ideal,F,VS2,EX,EX,1.01,GIA,61.6,56.0,Strong,None,2008-12-10,6426.0,8.768107539675803,0.009950330853168092
Round,0.91,Ideal,F,VVS2,VG,EX,1.0,GIA,61.7,59.0,None,None,2008-12-10,6429.0,8.768574284141687,-0.09431067947124129
Round,0.96,Ideal,G,VS1,EX,EX,1.0,GIA,62.8,58.0,None,None,2008-12-11,6431.0,8.768885326134862,-0.040821994520255166
Round,1.03,Ideal,D,SI1,VG,EX,1.0,GIA,61.7,56.0,Medium,None,2008-12-11,6432.0,8.769040810858803,0.02955880224154443
Round,0.75,Ideal,D,VVS1,EX,EX,1.01,GIA,62.0,55.0,None,None,2008-12-10,6436.0,8.769662508112274,-0.2876820724517809
Round,1.2,Very Good,D,SI2,G,G,1.01,GIA,60.6,62.0,Medium,None,2008-12-10,6438.0,8.769973211858753,0.1823215567939546
Round,1.0,Very Good,F,VS2,VG,VG,1.0,GIA,60.4,59.0,None,None,2008-12-10,6439.0,8.770128527538184,0.0
Round,1.0,Very Good,F,VS2,VG,VG,1.01,GIA,63.3,58.0,None,None,2008-12-10,6439.0,8.770128527538184,0.0
Round,1.21,Very Good,D,SI2,VG,VG,1.01,GIA,60.3,59.0,Faint,None,2008-12-10,6440.0,8.770283819098399,0.1906203596086497
Round,1.01,Ideal,F,SI1,EX,VG,1.01,GIA,62.5,57.0,None,None,2008-12-10,6442.0,8.770594329891145,0.009950330853168092
Emerald,1.02,Signature-Ideal,F,VS1,EX,VG,1.31,GIA,66.0,68.0,None,Very Small,2008-12-10,6448.0,8.771525284186465,0.01980262729617973
Emerald,1.16,Very Good,F,VVS1,G,G,1.08,GIA,68.4,60.0,Strong Blue,Very Small,2008-12-10,6451.0,8.771990436532242,0.14842000511827322
Princess,1.09,Very Good,F,VVS2,VG,G,1.03,GIA,74.1,70.0,None,None,2008-12-10,6453.0,8.77230041793584,0.08617769624105241
Round,1.05,Ideal,F,SI1,VG,VG,1.0,GIA,62.2,59.0,None,None,2008-12-11,6454.0,8.772455372611907,0.04879016416943205
Round,0.9,Very Good,F,VVS2,EX,VG,1.01,GIA,63.3,57.0,None,None,2008-12-10,6460.0,8.773384596776648,-0.10536051565782628
Emerald,1.27,Very Good,F,SI1,VG,G,1.13,GIA,64.9,65.0,None,None,2008-12-10,6465.0,8.774158291205957,0.23901690047049992
Round,1.02,Very Good,F,SI1,VG,VG,1.01,GIA,62.6,55.0,None,None,2008-12-11,6484.0,8.777092882855566,0.01980262729617973
Round,1.0,Very Good,F,VS2,VG,VG,1.01,GIA,62.8,55.0,None,None,2008-12-11,6492.0,8.778325928634482,0.0
Round,1.0,Good,F,VS2,EX,VG,1.0,GIA,63.0,60.0,None,None,2008-12-10,6492.0,8.778325928634482,0.0
Emerald,1.33,Very Good,F,SI1,VG,VG,1.21,GIA,64.3,70.0,None,None,2008-12-10,6492.0,8.778325928634482,0.28517894223366247
Emerald,1.15,Very Good,F,VS1,VG,VG,1.54,GIA,64.4,66.0,None,None,2008-12-11,6493.0,8.778479952508487,0.13976194237515863
Round,1.0,Good,F,VS2,VG,VG,1.01,GIA,64.6,59.0,Faint,None,2008-12-10,6494.0,8.77863395266279,0.0
Princess,1.03,Very Good,F,VVS1,VG,VG,1.05,GIA,71.8,73.0,Faint,None,2008-12-10,6494.0,8.77863395266279,0.02955880224154443
Round,1.01,Very Good,F,VS2,G,VG,1.01,GIA,61.1,57.0,None,Very Small,2008-12-10,6499.0,8.77940359789435,0.009950330853168092
Emerald,1.0,Very Good,E,VVS2,EX,VG,1.43,GIA,61.3,67.0,None,None,2008-12-17,6575.0,8.791029857045965,0.0
Round,1.11,Very Good,E,SI1,EX,EX,1.0,GIA,60.5,61.0,None,None,2008-12-10,6575.0,8.791029857045965,0.10436001532424286
Round,1.2,Ideal,E,SI2,VG,VG,1.01,GIA,62.4,58.0,None,None,2008-12-10,6578.0,8.791486026749002,0.1823215567939546
Round,1.0,Good,E,VS2,VG,VG,1.0,GIA,62.3,60.0,None,None,2008-12-10,6580.0,8.791790024319363,0.0
Emerald,1.09,Very Good,E,VS2,VG,G,1.13,GIA,60.9,71.0,None,Small,2008-12-10,6583.0,8.792245847467877,0.08617769624105241
Princess,1.02,Very Good,E,VS1,G,G,1.06,GIA,69.6,67.0,None,None,2008-12-10,6591.0,8.79346036105272,0.01980262729617973
Round,0.71,Signature-Ideal,E,IF,ID,ID,1.01,AGSL,61.9,56.0,Negligible,Very Small,2008-12-10,6592.0,8.793612071589308,-0.342490308946776
Round,1.02,Very Good,E,VS2,EX,VG,1.01,GIA,59.6,56.0,None,None,2008-12-10,6593.0,8.7937637591133,0.01980262729617973
Round,1.01,Good,E,VS2,VG,VG,1.0,GIA,64.7,59.0,None,None,2008-12-10,6603.0,8.79527937019457,0.009950330853168092
Emerald,1.22,Very Good,E,VS1,VG,G,1.29,GIA,68.2,64.0,None,None,2008-12-10,6605.0,8.795582216956426,0.19885085874516517
Round,0.9,Very Good,E,VVS1,EX,VG,1.02,GIA,62.3,59.0,None,None,2008-12-17,6612.0,8.796641458940915,-0.10536051565782628
Princess,1.14,Very Good,E,VS2,VG,VG,1.01,GIA,68.0,73.0,None,None,2008-12-17,6615.0,8.797095076549056,0.131028262406404
Emerald,1.57,Good,E,SI2,VG,G,1.32,GIA,73.8,66.0,None,None,2008-12-10,6615.0,8.797095076549056,0.45107561936021673
Emerald,1.22,Good,E,VS1,EX,G,1.4,GIA,71.0,69.0,None,None,2008-12-10,6622.0,8.798152718107191,0.19885085874516517
Round,1.02,Very Good,E,VS2,VG,VG,1.01,GIA,63.6,55.0,Strong,None,2008-12-10,6627.0,8.798907492088226,0.01980262729617973
Emerald,1.05,Signature-Ideal,E,VS2,EX,EX,1.35,GIA,63.9,67.0,None,Small,2008-12-10,6630.0,8.799360083179907,0.04879016416943205
Princess,1.05,Very Good,E,VS1,VG,G,1.0,GIA,73.0,70.0,None,None,2008-12-11,6633.0,8.799812469525556,0.04879016416943205
Round,1.01,Very Good,E,VS2,VG,VG,1.01,GIA,61.5,61.0,Medium,None,2008-12-11,6635.0,8.800113946766308,0.009950330853168092
Round,1.52,Very Good,J,SI2,VG,VG,1.01,GIA,62.9,57.0,None,None,2008-12-18,6636.0,8.800264651310336,0.41871033485818504
Round,1.01,Ideal,E,SI1,VG,EX,1.01,GIA,60.5,58.0,None,None,2008-12-11,6639.0,8.80071662871916,0.009950330853168092
Princess,1.2,Very Good,D,SI1,G,G,1.03,GIA,73.4,76.0,None,None,2008-12-10,6642.0,8.801168401936692,0.1823215567939546
Round,1.19,Ideal,J,VVS1,EX,EX,1.01,GIA,61.9,57.0,None,None,2008-12-11,6643.0,8.80131894766524,0.17395330712343798
Round,1.01,Good,D,VS2,VG,VG,1.01,GIA,64.7,56.0,None,None,2008-12-10,6649.0,8.802221746402456,0.009950330853168092
Emerald,1.72,Good,J,VS1,VG,G,1.34,GIA,73.7,62.0,None,None,2008-12-10,6649.0,8.802221746402456,0.5423242908253617
Round,1.2,Very Good,D,SI2,EX,EX,1.01,GIA,62.5,58.0,Medium,None,2008-12-10,6655.0,8.803123730829212,0.1823215567939546
Emerald,1.01,Very Good,D,VVS1,VG,EX,1.44,GIA,68.2,60.0,None,None,2008-12-18,6657.0,8.803424211600703,0.009950330853168092
Emerald,1.68,Good,J,VVS2,VG,VG,1.3,GIA,70.9,71.0,None,None,2008-12-10,6661.0,8.804024902413179,0.5187937934151675
Round,1.49,Very Good,J,SI1,G,G,1.01,GIA,63.2,60.0,None,None,2008-12-10,6664.0,8.804475183846678,0.3987761199573678
Round,0.72,Signature-Ideal,D,VVS1,EX,EX,1.01,GIA,61.8,56.0,None,None,2008-12-10,6666.0,8.804775258867686,-0.3285040669720361
Princess,1.14,Very Good,D,VS1,VG,G,1.06,GIA,71.9,69.0,None,None,2008-12-10,6668.0,8.805075243870684,0.131028262406404
Emerald,1.57,Good,J,VVS2,VG,VG,1.32,GIA,73.2,66.0,None,None,2008-12-10,6668.0,8.805075243870684,0.45107561936021673
Round,1.26,Ideal,J,VS1,EX,EX,1.01,GIA,62.2,58.0,None,None,2008-12-11,6669.0,8.805225202632306,0.23111172096338664
Round,1.32,Good,J,VS1,VG,G,1.01,AGSL,62.6,62.0,None,Very Small,2008-12-10,6669.0,8.805225202632306,0.27763173659827955
Round,1.2,Ideal,D,SI2,VG,VG,1.01,GIA,59.2,60.0,None,None,2008-12-17,6677.0,8.806424063857868,0.1823215567939546
Round,1.33,Ideal,J,VS1,VG,EX,1.01,GIA,62.5,58.0,None,None,2008-12-11,6680.0,8.806873266530692,0.28517894223366247
Princess,1.62,Very Good,J,VS1,EX,EX,1.01,GIA,64.5,74.0,None,None,2008-12-10,6680.0,8.806873266530692,0.4824261492442928
Emerald,1.37,Very Good,D,VS2,VG,G,1.33,GIA,69.0,64.0,Medium Blue,None,2008-12-11,6689.0,8.808219665118408,0.3148107398400336
Round,0.82,Ideal,D,VVS1,EX,VG,1.01,GIA,60.1,59.0,None,None,2008-12-11,6690.0,8.808369153122275,-0.19845093872383832
Princess,1.68,Very Good,J,VS1,EX,VG,1.03,GIA,74.9,69.0,Faint,None,2008-12-10,6696.0,8.80926561216931,0.5187937934151675
Emerald,1.69,Very Good,J,VS1,EX,EX,1.39,GIA,68.1,62.0,None,None,2008-12-10,6703.0,8.810310466357958,0.5247285289349821
Round,1.39,Very Good,J,VS2,VG,EX,1.01,GIA,60.7,60.0,None,None,2008-12-10,6704.0,8.810459642161918,0.3293037471426003
Round,1.21,Very Good,D,SI2,VG,VG,1.0,GIA,60.8,57.0,None,None,2008-12-10,6706.0,8.810757927026174,0.1906203596086497
Round,1.21,Very Good,D,SI2,VG,G,1.01,GIA,60.9,58.0,None,None,2008-12-10,6706.0,8.810757927026174,0.1906203596086497
Round,1.21,Very Good,D,SI2,VG,VG,1.01,GIA,62.8,58.0,None,None,2008-12-10,6706.0,8.810757927026174,0.1906203596086497
Round,1.2,Good,D,SI2,G,VG,1.0,GIA,58.4,61.0,Medium,None,2008-12-10,6712.0,8.811652248147043,0.1823215567939546
Round,1.14,Very Good,D,SI1,EX,VG,1.01,GIA,60.8,56.0,Medium,None,2008-12-10,6720.0,8.812843433517195,0.131028262406404
Round,1.51,Good,J,VS2,EX,VG,1.01,GIA,62.3,64.0,None,None,2008-12-10,6725.0,8.81358720447004,0.412109650826833
Round,1.38,Ideal,J,VS2,VG,EX,1.01,GIA,61.6,59.0,None,None,2008-12-10,6733.0,8.814776088545281,0.3220834991691132
Princess,1.51,Very Good,J,IF,VG,G,1.04,GIA,72.0,76.0,None,None,2008-12-10,6735.0,8.815073088844464,0.412109650826833
Round,1.21,Ideal,J,VVS1,VG,EX,1.01,GIA,62.1,60.0,Medium,None,2008-12-10,6740.0,8.815815203906352,0.1906203596086497
Princess,1.09,Very Good,G,VVS2,EX,VG,1.02,GIA,68.5,70.0,None,None,2008-12-10,6741.0,8.815963560853438,0.08617769624105241
Princess,1.09,Very Good,G,VVS2,EX,VG,1.01,GIA,68.3,69.0,None,None,2008-12-10,6741.0,8.815963560853438,0.08617769624105241
Princess,1.23,Very Good,G,VS1,VG,G,1.01,GIA,72.4,76.0,Faint,None,2008-12-10,6741.0,8.815963560853438,0.20701416938432612
Round,1.0,Very Good,G,VS1,VG,VG,1.01,GIA,63.9,60.0,None,None,2008-12-10,6742.0,8.816111895794005,0.0
Round,1.0,Very Good,G,VS1,VG,VG,1.01,GIA,59.8,63.0,None,None,2008-12-10,6742.0,8.816111895794005,0.0
Round,1.0,Very Good,G,VS1,EX,VG,1.01,GIA,61.0,62.0,None,None,2008-12-10,6742.0,8.816111895794005,0.0
Round,1.23,Very Good,G,SI1,EX,VG,1.0,GIA,63.2,56.0,Faint,None,2008-12-11,6743.0,8.816260208734581,0.20701416938432612
Round,1.52,Very Good,J,SI2,G,VG,1.01,GIA,62.9,60.0,None,None,2008-12-10,6747.0,8.816853240627426,0.41871033485818504
Round,1.04,Very Good,G,VS1,EX,VG,1.01,GIA,61.9,59.0,None,None,2008-12-17,6748.0,8.817001443665859,0.03922071315328133
Round,0.79,Signature-Ideal,D,VVS2,ID,ID,1.01,AGSL,61.3,55.0,None,Pointed,2008-12-10,6752.0,8.817594036275793,-0.23572233352106983
Princess,1.11,Good,G,IF,VG,G,1.08,GIA,70.2,79.0,None,None,2008-12-10,6752.0,8.817594036275793,0.10436001532424286
Princess,1.2,Signature-Ideal,G,SI1,EX,EX,1.01,GIA,68.0,72.0,None,None,2008-12-10,6754.0,8.817890200945513,0.1823215567939546
Round,0.9,Very Good,G,IF,EX,EX,1.01,GIA,63.0,60.0,None,None,2008-12-10,6755.0,8.818038250394299,-0.10536051565782628
Round,1.0,Good,D,VS2,EX,EX,1.01,GIA,62.3,61.0,None,None,2008-12-11,6755.0,8.818038250394299,0.0
Round,1.01,Ideal,G,VS1,EX,VG,1.01,GIA,62.5,58.0,None,None,2008-12-12,6755.0,8.818038250394299,0.009950330853168092
Emerald,1.06,Very Good,D,VS2,G,G,1.46,GIA,69.9,58.0,None,None,2008-12-10,6760.0,8.81877816903701,0.058268908123975824
Emerald,1.06,Good,D,VVS1,VG,G,1.32,GIA,71.8,72.0,Medium,None,2008-12-11,6762.0,8.819073983267831,0.058268908123975824
Round,1.34,Very Good,J,VS1,G,VG,1.02,AGSL,61.7,59.0,None,Very Small,2008-12-10,6763.0,8.81922185757494,0.29266961396282004
Emerald,1.6,Very Good,J,SI1,G,G,1.23,GIA,66.1,68.0,Strong,Very Small,2008-12-10,6763.0,8.81922185757494,0.47000362924573563
Princess,1.22,Good,G,VS1,VG,VG,1.08,GIA,75.8,72.0,None,None,2008-12-11,6765.0,8.819517540604888,0.19885085874516517
Round,1.07,Very Good,G,VS2,G,VG,1.01,GIA,58.6,60.0,None,None,2008-12-10,6767.0,8.819813136232225,0.06765864847381486
Emerald,1.22,Very Good,D,SI1,EX,VG,1.38,GIA,67.5,67.0,None,Very Small,2008-12-10,6768.0,8.81996090128606,0.19885085874516517
Princess,1.24,Good,D,VS2,VG,VG,1.1,GIA,75.7,72.0,None,None,2008-12-10,6769.0,8.820108644508608,0.2151113796169455
Emerald,1.16,Very Good,G,VVS1,G,G,1.34,GIA,65.1,57.0,None,Very Small,2008-12-10,6771.0,8.820404065485645,0.14842000511827322
Round,1.03,Ideal,G,VS2,VG,VG,1.01,GIA,61.4,57.0,None,None,2008-12-10,6782.0,8.822027322685583,0.02955880224154443
Round,1.03,Ideal,G,VS2,VG,EX,1.01,GIA,60.6,58.0,Faint,None,2008-12-17,6782.0,8.822027322685583,0.02955880224154443
Round,1.03,Very Good,G,VS2,VG,VG,1.01,GIA,59.1,60.0,None,None,2008-12-17,6782.0,8.822027322685583,0.02955880224154443
Princess,1.11,Signature-Ideal,G,VS1,EX,EX,1.05,GIA,69.1,70.0,None,None,2008-12-10,6782.0,8.822027322685583,0.10436001532424286
Round,1.0,Very Good,H,VS1,EX,EX,1.0,GIA,60.9,59.0,None,None,2008-12-10,6953.0,8.846928500099018,0.0
Round,1.4,Very Good,H,SI2,G,EX,1.0,AGSL,62.2,58.0,None,Pointed,2008-12-10,6961.0,8.848078421168667,0.3364722366212129
Round,1.2,Ideal,H,SI1,EX,EX,1.0,GIA,62.3,56.0,None,None,2008-12-11,6966.0,8.848796450925947,0.1823215567939546
Round,1.22,Ideal,H,SI1,EX,EX,1.01,GIA,62.6,55.0,None,None,2008-12-10,6978.0,8.85051762174672,0.19885085874516517
Round,1.07,Signature-Ideal,H,VS2,EX,EX,1.0,GIA,61.7,56.0,Faint,None,2008-12-10,6981.0,8.850947451970402,0.06765864847381486
Round,1.13,Ideal,H,VS1,VG,VG,1.01,GIA,62.4,57.0,None,None,2008-12-10,6984.0,8.851377097519439,0.12221763272424911
Round,1.28,Very Good,H,VS2,VG,VG,1.01,GIA,61.9,59.0,None,None,2008-12-10,6987.0,8.85180655855245,0.2468600779315258
Princess,0.94,Signature-Ideal,D,VS1,VG,VG,1.03,GIA,68.7,69.0,None,None,2008-12-10,6988.0,8.851949671253948,-0.06187540371808753
Round,1.23,Ideal,D,SI2,EX,EX,1.0,GIA,62.2,57.0,Faint,None,2008-12-10,6989.0,8.85209276347713,0.20701416938432612
Emerald,1.5,Fair,D,SI1,VG,G,1.3,GIA,77.2,73.0,Strong,None,2008-12-10,6990.0,8.852235835227855,0.4054651081081644
Round,1.23,Very Good,H,SI1,VG,G,1.01,GIA,59.7,60.0,None,Very Small,2008-12-10,6993.0,8.852664927703866,0.20701416938432612
Round,1.22,Very Good,D,SI2,VG,VG,1.01,GIA,59.0,60.0,None,None,2008-12-10,6996.0,8.853093836138493,0.19885085874516517
Round,1.12,Ideal,H,VS1,EX,EX,1.0,GIA,61.2,56.0,Faint,None,2008-12-11,6997.0,8.853236764745898,0.11332868530700327
Round,1.07,Ideal,H,VS1,VG,VG,1.01,GIA,61.0,57.0,None,None,2008-12-11,6998.0,8.853379672927634,0.06765864847381486
Round,1.07,Ideal,H,VS1,VG,EX,1.0,GIA,61.2,57.0,None,None,2008-12-10,6998.0,8.853379672927634,0.06765864847381486
Round,1.22,Ideal,D,SI2,EX,VG,1.01,GIA,62.2,59.0,None,None,2008-12-10,7002.0,8.85395110151461,0.19885085874516517
Round,1.02,Ideal,H,VVS1,VG,VG,1.01,GIA,61.7,57.0,None,None,2008-12-10,7004.0,8.854236693405742,0.01980262729617973
Princess,1.54,Good,H,VS1,VG,VG,1.13,GIA,76.2,72.0,Strong,None,2008-12-10,7006.0,8.854522203757432,0.43178241642553783
Emerald,1.18,Fair,D,VVS2,G,G,1.34,GIA,77.4,67.0,None,None,2008-12-11,7008.0,8.854807632616227,0.16551443847757333
Round,1.21,Very Good,H,VS2,EX,EX,1.01,GIA,58.8,60.0,None,None,2008-12-11,7010.0,8.855092980028635,0.1906203596086497
Round,1.0,Very Good,D,VS2,VG,VG,1.01,GIA,62.7,60.0,Medium,None,2008-12-10,7011.0,8.855235623206967,0.0
Round,1.18,Ideal,H,VS1,VG,EX,1.02,GIA,61.2,59.0,None,None,2008-12-12,7015.0,8.855805992536562,0.16551443847757333
Round,1.27,Very Good,D,SI2,VG,VG,1.01,GIA,61.4,59.0,None,None,2008-12-10,7015.0,8.855805992536562,0.23901690047049992
Round,1.01,Ideal,H,VS1,EX,EX,1.0,GIA,62.1,55.0,None,None,2008-12-11,7017.0,8.85609105525229,0.009950330853168092
Round,1.16,Very Good,H,VS1,EX,EX,1.01,GIA,62.6,59.0,Faint,None,2008-12-10,7017.0,8.85609105525229,0.14842000511827322
Round,0.9,Very Good,D,VVS1,VG,G,1.01,GIA,64.0,57.0,None,None,2008-12-17,7018.0,8.85623355614316,-0.10536051565782628
Emerald,1.12,Very Good,D,VS1,VG,VG,1.36,GIA,68.4,65.0,Faint,None,2008-12-11,7019.0,8.856376036730422,0.11332868530700327
Round,1.34,Very Good,G,SI2,EX,EX,1.01,GIA,62.8,58.0,None,None,2008-12-10,7020.0,8.856518497019858,0.29266961396282004
Round,1.11,Ideal,G,VS1,EX,VG,1.02,GIA,61.9,58.0,Medium Blue,None,2008-12-17,7024.0,8.857088135314953,0.10436001532424286
Emerald,1.2,Very Good,G,VVS2,EX,EX,1.4,GIA,65.3,63.0,None,Very Small,2008-12-10,7027.0,8.857515151192198,0.1823215567939546
Round,1.25,Very Good,D,SI2,G,VG,1.01,GIA,60.4,59.0,None,None,2008-12-10,7027.0,8.857515151192198,0.22314355131420976
Round,1.01,Ideal,G,VS1,EX,VG,1.01,GIA,62.4,57.0,None,None,2008-12-11,7028.0,8.857657449306988,0.009950330853168092
Round,1.17,Ideal,G,SI1,VG,EX,1.01,GIA,60.2,58.0,Faint,None,2008-12-17,7030.0,8.857941984804711,0.1570037488096647
Round,1.22,Very Good,D,SI2,VG,G,1.02,GIA,59.0,58.0,None,None,2008-12-10,7030.0,8.857941984804711,0.19885085874516517
Princess,1.2,Very Good,G,VVS1,VG,VG,1.02,GIA,70.2,77.0,None,None,2008-12-10,7037.0,8.85893722196655,0.1823215567939546
Round,0.77,Very Good,D,IF,EX,EX,1.0,GIA,59.0,61.0,Medium,None,2008-12-11,7044.0,8.859931469616097,-0.2613647641344075
Round,1.01,Good,G,VS1,VG,VG,1.01,GIA,61.5,55.0,None,None,2008-12-18,7046.0,8.860215358901183,0.009950330853168092
Round,1.01,Very Good,G,VS1,EX,EX,1.01,GIA,59.6,60.0,None,None,2008-12-11,7048.0,8.860499167616016,0.009950330853168092
Round,1.02,Good,G,VS1,G,G,1.02,GIA,66.1,54.0,Medium Blue,Very Small,2008-12-10,7049.0,8.860641041773876,0.01980262729617973
Emerald,1.2,Fair,G,VVS2,VG,VG,1.16,GIA,68.2,78.0,None,None,2008-12-10,7049.0,8.860641041773876,0.1823215567939546
Princess,1.01,Signature-Ideal,D,VS2,EX,EX,1.01,GIA,70.3,71.0,None,None,2008-12-10,7055.0,8.861491864286915,0.009950330853168092
Round,1.05,Ideal,G,VS1,VG,EX,1.0,GIA,61.7,57.0,Strong,None,2008-12-10,7055.0,8.861491864286915,0.04879016416943205
Round,1.0,Very Good,D,VS2,EX,EX,1.01,GIA,62.6,61.0,Faint,None,2008-12-10,7057.0,8.86177531100083,0.0
Round,0.9,Very Good,G,VVS1,VG,EX,1.01,GIA,61.6,56.0,None,None,2008-12-10,7061.0,8.862341963516347,-0.10536051565782628
Emerald,1.3,Very Good,D,SI1,VG,VG,1.39,GIA,65.7,62.0,None,None,2008-12-10,7071.0,8.863757191604241,0.26236426446749106
Round,1.14,Very Good,D,SI1,VG,G,1.02,GIA,60.2,60.0,None,None,2008-12-10,7072.0,8.863898604317479,0.131028262406404
Round,1.05,Ideal,G,VS2,VG,VG,1.01,GIA,59.4,59.0,None,None,2008-12-17,7073.0,8.86403999703599,0.04879016416943205
Round,1.13,Very Good,G,VS2,EX,VG,1.01,GIA,63.0,57.0,None,None,2008-12-11,7074.0,8.864181369765426,0.12221763272424911
Round,1.01,Very Good,D,VS2,EX,G,1.01,GIA,62.3,59.0,Medium,None,2008-12-10,7076.0,8.864464055279676,0.009950330853168092
Round,0.71,Ideal,D,IF,EX,EX,1.01,GIA,61.7,58.0,Faint,None,2008-12-10,7091.0,8.866581653303996,-0.342490308946776
Round,1.01,Very Good,G,VS1,EX,VG,1.01,GIA,60.3,57.0,Medium,None,2008-12-10,7093.0,8.866863661202087,0.009950330853168092
Round,1.01,Very Good,G,VS1,EX,VG,1.01,GIA,63.9,55.0,None,None,2008-12-10,7093.0,8.866863661202087,0.009950330853168092
Princess,1.21,Very Good,G,VS2,EX,EX,1.01,GIA,64.2,77.0,None,None,2008-12-11,7104.0,8.868413284672005,0.1906203596086497
Princess,1.08,Very Good,G,IF,VG,G,1.04,GIA,68.1,68.0,None,None,2008-12-10,7108.0,8.868976189274543,0.0769610411361284
Round,1.49,Very Good,G,SI2,VG,VG,1.01,GIA,62.3,58.0,None,None,2008-12-11,7110.0,8.869257522797287,0.3987761199573678
Round,1.06,Very Good,G,VS1,EX,EX,1.01,GIA,62.5,57.0,None,None,2008-12-12,7111.0,8.869398159883518,0.058268908123975824
Round,1.34,Ideal,J,VVS1,EX,VG,1.01,GIA,62.2,57.0,None,None,2008-12-10,7112.0,8.86953877719374,0.29266961396282004
Round,1.52,Ideal,J,SI1,EX,EX,1.01,GIA,61.7,58.0,None,None,2008-12-11,7131.0,8.872206756028303,0.41871033485818504
Round,1.5,Very Good,J,VS1,EX,EX,1.01,GIA,62.1,58.0,None,None,2008-12-10,7151.0,8.875007486048396,0.4054651081081644
Round,1.55,Very Good,J,SI1,VG,VG,1.01,GIA,63.5,59.0,None,None,2008-12-10,7151.0,8.875007486048396,0.4382549309311553
Round,1.5,Very Good,J,VS2,EX,VG,1.0,GIA,58.9,62.0,None,None,2008-12-10,7158.0,8.875985891325971,0.4054651081081644
Round,1.5,Very Good,J,VS2,VG,VG,1.01,GIA,59.7,63.0,Faint,None,2008-12-10,7158.0,8.875985891325971,0.4054651081081644
Princess,1.59,Very Good,J,VS1,EX,EX,1.02,GIA,64.0,67.0,Faint,None,2008-12-10,7162.0,8.876544550558378,0.4637340162321402
Round,1.5,Very Good,J,SI1,VG,VG,1.01,GIA,60.9,56.0,None,None,2008-12-10,7167.0,8.877242435993919,0.4054651081081644
Round,1.5,Very Good,J,VS1,VG,VG,1.0,GIA,59.0,61.0,None,None,2008-12-10,7178.0,8.878776071707552,0.4054651081081644
Princess,1.69,Very Good,J,VS2,EX,EX,1.0,GIA,72.2,76.0,None,None,2008-12-10,7178.0,8.878776071707552,0.5247285289349821
Emerald,1.75,Very Good,J,VS1,EX,VG,1.05,GIA,66.3,59.0,None,None,2008-12-10,7190.0,8.880446450715093,0.5596157879354227
Round,1.51,Good,J,SI1,EX,EX,1.01,GIA,61.5,60.0,None,None,2008-12-10,7195.0,8.881141619321468,0.412109650826833
Round,1.51,Very Good,J,VS2,VG,EX,1.0,GIA,63.8,58.0,Strong,None,2008-12-10,7202.0,8.882114044208821,0.412109650826833
Round,1.3,Ideal,J,VVS1,VG,EX,1.01,GIA,62.4,57.0,Medium,None,2008-12-10,7205.0,8.882530508433623,0.26236426446749106
Emerald,1.34,Very Good,G,VS2,EX,EX,1.34,GIA,64.3,63.0,Medium Blue,None,2008-12-11,7233.0,8.886409166849282,0.29266961396282004
Round,1.51,Very Good,J,SI1,EX,VG,1.0,GIA,62.6,60.0,None,None,2008-12-11,7239.0,8.88723835429314,0.412109650826833
Round,1.07,Very Good,G,VS1,EX,G,1.01,GIA,62.4,55.0,None,None,2008-12-18,7241.0,8.88751459738882,0.06765864847381486
Princess,1.68,Very Good,J,IF,EX,VG,1.02,GIA,71.0,72.0,None,None,2008-12-10,7241.0,8.88751459738882,0.5187937934151675
Princess,1.25,Good,G,VS2,VG,VG,1.04,GIA,75.7,69.0,None,None,2008-12-17,7246.0,8.888204871455022,0.22314355131420976
Round,1.0,Very Good,G,VS1,EX,EX,1.0,GIA,59.6,59.0,None,None,2008-12-17,7250.0,8.88875674784872,0.0
Round,1.51,Very Good,J,VS2,EX,EX,1.01,GIA,61.8,57.0,Strong,None,2008-12-10,7250.0,8.88875674784872,0.412109650826833
Round,1.51,Good,J,VS2,EX,VG,1.01,GIA,64.5,59.0,None,None,2008-12-10,7250.0,8.88875674784872,0.412109650826833
Round,1.52,Very Good,J,SI1,VG,VG,1.01,GIA,62.1,60.0,None,None,2008-12-17,7255.0,8.889446165318288,0.41871033485818504
Round,1.5,Very Good,J,VS2,VG,VG,1.01,GIA,60.4,60.0,Faint Blue,None,2008-12-10,7258.0,8.889859587773016,0.4054651081081644
